Request Time,Model Name,Input Length,Output Length
00:00:00.013,synth_model_13,758,167
00:00:00.083,synth_model_36,1506,305
00:00:00.124,synth_model_20,7,234
00:00:00.148,synth_model_30,35,446
00:00:00.247,synth_model_22,9,305
00:00:00.268,synth_model_34,873,210
00:00:00.276,synth_model_20,642,421
00:00:00.314,synth_model_15,9,141
00:00:00.362,synth_model_37,1157,46
00:00:00.390,synth_model_11,159,45
00:00:00.409,synth_model_18,367,391
00:00:00.500,synth_model_22,1115,143
00:00:00.552,synth_model_24,1108,378
00:00:00.554,synth_model_26,2,16
00:00:00.580,synth_model_14,380,402
00:00:00.591,synth_model_14,1485,144
00:00:00.638,synth_model_39,18,412
00:00:00.655,synth_model_27,112,183
00:00:00.662,synth_model_11,802,153
00:00:00.676,synth_model_34,17,290
00:00:00.704,synth_model_24,1558,112
00:00:00.733,synth_model_27,23,243
00:00:00.823,synth_model_35,20,657
00:00:00.866,synth_model_10,982,164
00:00:00.879,synth_model_31,1745,439
00:00:00.882,synth_model_07,18,350
00:00:00.914,synth_model_28,17,109
00:00:00.914,synth_model_27,1731,44
00:00:00.914,synth_model_14,21,320
00:00:00.922,synth_model_06,2029,399
00:00:00.946,synth_model_27,9,432
00:00:01.044,synth_model_17,206,772
00:00:01.133,synth_model_00,1319,322
00:00:01.184,synth_model_16,1089,290
00:00:01.238,synth_model_06,1275,429
00:00:01.271,synth_model_06,42,539
00:00:01.272,synth_model_01,30,92
00:00:01.317,synth_model_28,42,99
00:00:01.321,synth_model_19,222,193
00:00:01.324,synth_model_27,1206,138
00:00:01.353,synth_model_27,1281,255
00:00:01.389,synth_model_18,11,379
00:00:01.392,synth_model_18,1192,449
00:00:01.407,synth_model_12,728,24
00:00:01.425,synth_model_33,253,16
00:00:01.489,synth_model_16,108,468
00:00:01.546,synth_model_31,1123,147
00:00:01.643,synth_model_33,549,312
00:00:01.652,synth_model_39,371,225
00:00:01.703,synth_model_13,431,233
00:00:01.821,synth_model_37,12,284
00:00:01.933,synth_model_27,25,494
00:00:01.953,synth_model_38,445,326
00:00:02.001,synth_model_03,238,23
00:00:02.038,synth_model_17,1858,361
00:00:02.065,synth_model_33,1024,119
00:00:02.078,synth_model_13,15,117
00:00:02.081,synth_model_07,1725,688
00:00:02.094,synth_model_22,767,393
00:00:02.139,synth_model_23,387,173
00:00:02.148,synth_model_32,10,120
