Request Time,Model Name,Input Length,Output Length
00:00:00.174,synth_model_28,7,101
00:00:00.209,synth_model_08,168,416
00:00:00.817,synth_model_33,1208,109
00:00:00.910,synth_model_34,527,285
00:00:00.950,synth_model_18,18,223
00:00:01.047,synth_model_39,1510,152
00:00:01.047,synth_model_18,978,508
00:00:01.126,synth_model_14,438,88
00:00:01.535,synth_model_01,619,503
00:00:02.072,synth_model_17,1880,50
00:00:02.534,synth_model_04,706,28
00:00:02.786,synth_model_37,28,51
00:00:02.876,synth_model_10,1241,156
00:00:03.040,synth_model_36,901,66
00:00:03.399,synth_model_00,1275,141
00:00:03.492,synth_model_36,1308,76
00:00:03.597,synth_model_21,64,21
00:00:03.718,synth_model_38,1087,491
00:00:03.817,synth_model_03,10,310
00:00:04.156,synth_model_37,1021,43
00:00:04.348,synth_model_34,44,717
00:00:04.870,synth_model_34,8,95
00:00:05.037,synth_model_28,532,626
00:00:05.589,synth_model_38,1764,576
00:00:05.599,synth_model_34,1858,188
00:00:05.632,synth_model_36,39,349
00:00:05.674,synth_model_26,2270,315
00:00:05.787,synth_model_19,975,242
00:00:05.873,synth_model_23,8,17
00:00:06.004,synth_model_09,615,325
00:00:06.116,synth_model_39,444,167
00:00:06.511,synth_model_33,5,19
00:00:06.692,synth_model_37,16,341
00:00:07.045,synth_model_28,7,266
00:00:07.047,synth_model_18,368,275
00:00:07.107,synth_model_08,2187,773
00:00:07.241,synth_model_36,15,447
00:00:07.244,synth_model_39,35,171
00:00:07.413,synth_model_32,20,285
00:00:07.460,synth_model_24,172,41
00:00:07.560,synth_model_08,199,28
00:00:07.762,synth_model_06,607,364
00:00:07.841,synth_model_06,1670,1309
00:00:08.161,synth_model_28,262,139
00:00:08.234,synth_model_28,1092,456
00:00:08.304,synth_model_24,6,190
00:00:08.467,synth_model_11,859,33
00:00:08.496,synth_model_03,857,404
00:00:08.497,synth_model_00,41,297
00:00:08.523,synth_model_16,26,266
00:00:08.593,synth_model_09,715,627
00:00:08.596,synth_model_00,252,202
00:00:08.608,synth_model_00,429,108
00:00:08.935,synth_model_33,421,351
00:00:08.963,synth_model_04,1221,156
00:00:08.996,synth_model_01,1301,130
00:00:09.107,synth_model_12,22,196
00:00:09.118,synth_model_10,1315,132
00:00:09.180,synth_model_18,231,235
00:00:09.181,synth_model_01,4,84
00:00:09.550,synth_model_11,1141,337
00:00:09.751,synth_model_28,193,213
00:00:09.858,synth_model_01,51,312
00:00:09.924,synth_model_29,183,853
00:00:09.949,synth_model_17,1540,596
00:00:09.990,synth_model_33,8,307
00:00:10.062,synth_model_09,1977,290
00:00:10.177,synth_model_38,1582,430
00:00:10.243,synth_model_35,333,174
00:00:10.291,synth_model_24,502,167
00:00:10.303,synth_model_07,5,125
00:00:10.436,synth_model_05,6,80
00:00:10.550,synth_model_09,6,349
00:00:10.647,synth_model_23,366,54
00:00:11.067,synth_model_15,665,160
00:00:11.123,synth_model_24,412,277
00:00:11.174,synth_model_30,1481,455
00:00:11.176,synth_model_03,1696,160
00:00:11.359,synth_model_00,302,342
00:00:11.709,synth_model_26,31,194
00:00:11.749,synth_model_25,316,600
00:00:11.798,synth_model_03,728,568
00:00:11.966,synth_model_29,2114,341
00:00:12.067,synth_model_29,1011,371
00:00:12.192,synth_model_08,1555,116
00:00:12.473,synth_model_10,1391,103
00:00:12.647,synth_model_22,1178,364
00:00:12.754,synth_model_07,12,203
00:00:12.780,synth_model_27,13,334
00:00:12.872,synth_model_38,566,237
00:00:13.187,synth_model_25,980,740
00:00:13.395,synth_model_39,328,301
00:00:13.434,synth_model_34,521,83
00:00:13.522,synth_model_21,189,350
00:00:13.551,synth_model_20,118,359
00:00:13.680,synth_model_26,1474,95
00:00:14.078,synth_model_35,28,58
00:00:14.186,synth_model_07,812,285
00:00:14.245,synth_model_25,672,248
00:00:14.313,synth_model_39,1205,259
00:00:14.640,synth_model_02,639,207
00:00:14.839,synth_model_35,832,767
00:00:14.882,synth_model_19,1262,16
00:00:14.999,synth_model_16,455,544
00:00:15.009,synth_model_01,545,538
00:00:15.219,synth_model_20,956,100
00:00:15.231,synth_model_11,186,125
00:00:15.409,synth_model_02,199,84
00:00:15.478,synth_model_10,8,399
00:00:15.523,synth_model_18,87,64
00:00:15.591,synth_model_29,715,67
00:00:15.709,synth_model_30,819,640
00:00:15.718,synth_model_24,265,68
00:00:16.154,synth_model_12,685,482
00:00:16.345,synth_model_07,984,133
00:00:16.377,synth_model_23,1642,406
00:00:16.388,synth_model_27,1734,326
00:00:16.390,synth_model_06,20,307
00:00:16.472,synth_model_32,1098,219
00:00:16.511,synth_model_22,235,532
00:00:16.758,synth_model_36,1655,359
00:00:17.130,synth_model_17,477,388
00:00:17.403,synth_model_21,1061,236
00:00:17.420,synth_model_26,60,35
00:00:17.622,synth_model_22,1,506
00:00:17.880,synth_model_10,19,392
00:00:18.260,synth_model_37,1783,147
00:00:18.541,synth_model_28,775,158
00:00:18.586,synth_model_39,836,42
00:00:18.785,synth_model_35,701,234
00:00:18.831,synth_model_27,460,68
00:00:18.882,synth_model_01,633,162
00:00:18.928,synth_model_19,602,52
00:00:19.011,synth_model_36,15,446
00:00:19.036,synth_model_27,7,321
00:00:19.057,synth_model_04,29,414
00:00:19.138,synth_model_29,1581,382
00:00:19.459,synth_model_06,14,319
00:00:19.509,synth_model_00,64,794
00:00:19.664,synth_model_17,14,31
00:00:19.701,synth_model_24,640,87
00:00:19.969,synth_model_11,26,435
00:00:20.028,synth_model_29,11,169
00:00:20.058,synth_model_12,723,230
00:00:20.199,synth_model_20,451,521
00:00:20.441,synth_model_25,1055,291
00:00:20.472,synth_model_15,50,540
00:00:20.518,synth_model_17,819,195
00:00:20.530,synth_model_23,36,376
00:00:20.713,synth_model_32,530,555
00:00:20.773,synth_model_12,569,85
00:00:20.967,synth_model_10,13,477
00:00:21.280,synth_model_39,1512,308
00:00:21.588,synth_model_20,9,16
00:00:21.788,synth_model_03,100,22
00:00:21.885,synth_model_28,1484,317
00:00:21.948,synth_model_24,979,172
00:00:22.220,synth_model_12,997,117
00:00:22.492,synth_model_30,742,744
00:00:22.500,synth_model_21,684,45
00:00:22.505,synth_model_26,994,250
00:00:22.738,synth_model_02,450,470
00:00:22.877,synth_model_00,1873,124
00:00:22.911,synth_model_35,1401,343
00:00:23.162,synth_model_28,960,1095
00:00:23.260,synth_model_12,1344,461
00:00:23.267,synth_model_29,991,243
00:00:23.287,synth_model_04,3213,269
00:00:23.293,synth_model_09,312,230
00:00:23.491,synth_model_11,28,377
00:00:23.555,synth_model_13,545,143
00:00:23.675,synth_model_21,44,116
00:00:24.101,synth_model_08,337,400
00:00:24.276,synth_model_03,290,323
00:00:24.343,synth_model_19,183,894
00:00:24.472,synth_model_20,1136,253
00:00:24.529,synth_model_37,915,527
00:00:24.559,synth_model_39,1761,472
00:00:24.578,synth_model_20,960,80
00:00:24.669,synth_model_31,370,307
00:00:24.674,synth_model_35,416,403
00:00:24.717,synth_model_06,1759,457
00:00:24.844,synth_model_03,6,158
00:00:24.860,synth_model_16,1082,47
00:00:24.978,synth_model_12,7,202
00:00:25.066,synth_model_17,720,859
00:00:25.108,synth_model_20,402,296
00:00:25.299,synth_model_24,68,494
00:00:25.468,synth_model_26,17,230
00:00:25.490,synth_model_06,247,65
00:00:25.624,synth_model_37,7,16
00:00:25.898,synth_model_37,58,206
00:00:25.908,synth_model_39,557,269
00:00:26.217,synth_model_38,1213,113
00:00:26.653,synth_model_00,27,325
00:00:26.712,synth_model_23,1369,376
00:00:26.765,synth_model_33,283,367
00:00:26.874,synth_model_24,127,273
00:00:26.888,synth_model_30,799,183
00:00:27.008,synth_model_04,26,241
00:00:27.249,synth_model_15,15,213
00:00:27.486,synth_model_39,613,466
00:00:27.509,synth_model_12,1370,283
00:00:27.544,synth_model_13,1843,374
00:00:27.551,synth_model_37,823,114
00:00:27.570,synth_model_01,5,227
00:00:27.719,synth_model_29,149,250
00:00:27.836,synth_model_18,131,417
00:00:27.947,synth_model_38,835,411
00:00:27.952,synth_model_30,449,251
00:00:28.014,synth_model_18,822,634
00:00:28.050,synth_model_25,483,451
00:00:28.055,synth_model_27,1455,639
00:00:28.359,synth_model_02,202,444
00:00:28.700,synth_model_03,705,113
00:00:28.716,synth_model_23,1443,36
00:00:28.906,synth_model_17,1080,75
00:00:29.054,synth_model_34,250,243
00:00:29.128,synth_model_08,2606,198
00:00:29.198,synth_model_27,125,195
00:00:29.213,synth_model_30,1009,452
00:00:29.459,synth_model_05,33,671
00:00:29.464,synth_model_11,57,305
00:00:29.529,synth_model_33,11,263
00:00:29.638,synth_model_01,223,23
00:00:29.688,synth_model_05,1329,244
00:00:29.704,synth_model_25,809,295
00:00:29.878,synth_model_18,919,268
00:00:30.011,synth_model_04,1243,205
00:00:30.041,synth_model_32,1619,57
00:00:30.057,synth_model_25,622,115
00:00:30.096,synth_model_24,305,276
00:00:30.182,synth_model_03,22,559
00:00:30.262,synth_model_30,1315,781
00:00:30.375,synth_model_04,1000,502
00:00:30.479,synth_model_06,1047,176
00:00:30.484,synth_model_07,1642,349
00:00:30.550,synth_model_24,661,306
00:00:30.673,synth_model_21,329,226
00:00:30.915,synth_model_24,853,37
00:00:31.039,synth_model_19,12,345
00:00:31.238,synth_model_33,1525,62
00:00:31.470,synth_model_06,5,273
00:00:31.501,synth_model_11,180,54
00:00:31.653,synth_model_12,93,309
00:00:31.655,synth_model_17,76,538
00:00:31.706,synth_model_30,286,355
00:00:31.879,synth_model_01,985,298
00:00:32.262,synth_model_03,1500,145
00:00:32.449,synth_model_26,994,1050
00:00:32.528,synth_model_30,395,65
00:00:32.547,synth_model_10,543,267
00:00:32.675,synth_model_07,606,463
00:00:32.959,synth_model_31,76,123
00:00:33.021,synth_model_29,994,440
00:00:33.253,synth_model_32,1114,439
00:00:33.521,synth_model_03,418,212
00:00:33.605,synth_model_27,1422,16
00:00:33.768,synth_model_36,451,386
00:00:33.883,synth_model_36,1149,320
00:00:33.996,synth_model_36,59,305
00:00:34.030,synth_model_30,378,319
00:00:34.367,synth_model_36,15,291
00:00:34.522,synth_model_06,1099,750
00:00:34.654,synth_model_15,930,315
00:00:34.670,synth_model_38,1575,163
00:00:34.678,synth_model_12,1253,776
00:00:34.945,synth_model_32,71,321
00:00:34.994,synth_model_32,346,250
00:00:35.004,synth_model_17,24,455
00:00:35.651,synth_model_19,778,502
00:00:35.689,synth_model_28,477,206
00:00:35.769,synth_model_14,23,20
00:00:36.097,synth_model_03,69,42
00:00:36.106,synth_model_17,295,236
00:00:36.244,synth_model_11,193,166
00:00:36.388,synth_model_09,11,141
00:00:36.397,synth_model_39,1549,476
00:00:36.503,synth_model_19,23,155
00:00:36.531,synth_model_14,1083,193
00:00:36.612,synth_model_31,360,333
00:00:36.627,synth_model_12,318,33
00:00:36.728,synth_model_19,1020,286
00:00:36.744,synth_model_27,4,40
00:00:36.761,synth_model_19,56,300
00:00:36.949,synth_model_20,1216,206
00:00:37.291,synth_model_25,1218,164
00:00:37.396,synth_model_39,758,410
00:00:37.434,synth_model_32,10,183
00:00:37.686,synth_model_11,1104,562
00:00:37.849,synth_model_02,180,16
00:00:37.962,synth_model_34,493,251
00:00:37.977,synth_model_13,913,199
00:00:37.988,synth_model_22,24,259
00:00:38.012,synth_model_11,909,170
00:00:38.157,synth_model_10,142,171
00:00:38.217,synth_model_20,343,16
00:00:38.281,synth_model_10,362,18
00:00:38.289,synth_model_37,440,69
00:00:38.460,synth_model_25,430,150
00:00:38.600,synth_model_17,1197,780
00:00:38.641,synth_model_28,1302,955
00:00:38.818,synth_model_14,11,786
00:00:38.863,synth_model_33,735,390
00:00:38.946,synth_model_35,424,52
00:00:38.967,synth_model_06,266,389
00:00:39.127,synth_model_25,703,276
00:00:39.602,synth_model_36,1621,475
00:00:39.810,synth_model_09,11630,57
00:00:39.945,synth_model_26,762,895
00:00:40.354,synth_model_15,28,64
00:00:40.622,synth_model_14,1280,227
00:00:40.636,synth_model_12,1288,537
00:00:40.671,synth_model_30,2,159
00:00:40.683,synth_model_36,962,561
00:00:40.737,synth_model_00,24,239
00:00:40.785,synth_model_30,1738,18
00:00:40.844,synth_model_02,857,569
00:00:40.863,synth_model_16,715,177
00:00:41.140,synth_model_01,975,271
00:00:41.244,synth_model_06,375,124
00:00:41.689,synth_model_07,5,269
00:00:42.170,synth_model_06,58,297
00:00:42.451,synth_model_38,1525,16
00:00:42.452,synth_model_28,17,64
00:00:42.599,synth_model_16,1268,611
00:00:42.622,synth_model_34,863,266
00:00:42.793,synth_model_32,1,16
00:00:42.948,synth_model_16,196,554
00:00:42.972,synth_model_23,19,155
00:00:43.188,synth_model_02,919,502
00:00:43.217,synth_model_34,8,599
00:00:43.430,synth_model_11,55,473
00:00:43.477,synth_model_18,852,902
00:00:43.988,synth_model_10,885,190
00:00:44.138,synth_model_05,298,430
00:00:44.239,synth_model_18,1469,16
00:00:44.261,synth_model_26,8,43
00:00:44.443,synth_model_21,118,299
