Request Time,Model Name,Input Length,Output Length
00:00:00.182,synth_model_25,13,350
00:00:00.235,synth_model_17,1633,337
00:00:00.341,synth_model_21,976,343
00:00:00.345,synth_model_39,7,140
00:00:00.346,synth_model_04,1522,388
00:00:00.623,synth_model_39,9,277
00:00:00.626,synth_model_12,69,49
00:00:00.803,synth_model_27,1,16
00:00:00.887,synth_model_30,785,19
00:00:00.931,synth_model_02,22,559
00:00:01.038,synth_model_31,779,302
00:00:01.125,synth_model_37,1253,513
00:00:01.284,synth_model_25,72,541
00:00:01.460,synth_model_05,161,453
00:00:01.471,synth_model_24,409,342
00:00:01.612,synth_model_22,1525,62
00:00:01.809,synth_model_20,1315,781
00:00:01.839,synth_model_32,1185,49
00:00:01.922,synth_model_02,1500,145
00:00:02.002,synth_model_03,1681,20
00:00:02.022,synth_model_24,971,287
00:00:02.057,synth_model_07,2,243
00:00:02.131,synth_model_14,118,299
00:00:02.244,synth_model_03,701,275
00:00:02.266,synth_model_00,1329,84
00:00:02.328,synth_model_32,16,608
00:00:02.352,synth_model_33,467,774
00:00:02.529,synth_model_36,1249,558
00:00:02.703,synth_model_34,288,737
00:00:02.716,synth_model_04,214,54
00:00:02.834,synth_model_20,286,355
00:00:02.894,synth_model_31,1271,82
00:00:02.895,synth_model_36,1205,263
00:00:03.062,synth_model_34,299,132
00:00:03.074,synth_model_13,1061,16
00:00:03.246,synth_model_22,735,390
00:00:03.440,synth_model_29,2012,1020
00:00:03.523,synth_model_37,1068,546
00:00:03.542,synth_model_10,951,189
00:00:03.575,synth_model_34,595,49
00:00:03.642,synth_model_13,154,133
00:00:03.731,synth_model_36,1408,54
00:00:03.766,synth_model_16,1292,211
00:00:03.785,synth_model_38,19,530
00:00:03.792,synth_model_13,1569,259
00:00:03.793,synth_model_28,281,588
00:00:03.814,synth_model_13,559,510
00:00:03.907,synth_model_28,733,235
00:00:04.026,synth_model_22,1240,382
00:00:04.181,synth_model_12,114,350
00:00:04.467,synth_model_02,418,212
00:00:04.549,synth_model_36,13,347
00:00:04.567,synth_model_20,395,65
00:00:04.571,synth_model_22,1244,29
00:00:04.837,synth_model_24,55,268
00:00:04.856,synth_model_31,363,183
00:00:04.948,synth_model_37,2283,415
00:00:05.058,synth_model_17,424,475
00:00:05.069,synth_model_28,1143,53
00:00:05.090,synth_model_28,285,251
00:00:05.235,synth_model_33,337,229
00:00:05.519,synth_model_38,10,1032
00:00:05.665,synth_model_00,1,16
00:00:05.665,synth_model_34,580,177
00:00:05.684,synth_model_21,1795,351
00:00:05.731,synth_model_00,749,445
00:00:05.736,synth_model_28,1764,172
00:00:05.738,synth_model_00,803,637
00:00:05.786,synth_model_11,777,391
00:00:05.837,synth_model_17,100,201
00:00:05.859,synth_model_19,108,95
00:00:05.861,synth_model_08,1184,131
00:00:05.894,synth_model_37,713,494
00:00:05.938,synth_model_23,6,444
00:00:06.100,synth_model_30,771,136
00:00:06.281,synth_model_17,1712,238
00:00:06.338,synth_model_09,79,381
00:00:06.412,synth_model_08,1588,538
00:00:06.481,synth_model_09,1379,380
00:00:06.510,synth_model_36,404,48
00:00:06.516,synth_model_36,1042,472
00:00:06.626,synth_model_18,1372,16
00:00:06.719,synth_model_38,361,166
00:00:06.743,synth_model_08,8,219
00:00:06.864,synth_model_24,15,261
00:00:06.880,synth_model_16,82,632
00:00:07.019,synth_model_30,453,16
00:00:07.165,synth_model_24,1416,419
00:00:07.227,synth_model_27,1,185
00:00:07.267,synth_model_01,23,769
00:00:07.300,synth_model_08,1597,357
00:00:07.302,synth_model_30,324,54
00:00:07.328,synth_model_12,697,530
00:00:07.469,synth_model_05,306,69
00:00:07.556,synth_model_37,2530,134
00:00:07.573,synth_model_00,801,596
00:00:07.586,synth_model_02,69,42
00:00:07.652,synth_model_34,798,618
00:00:07.887,synth_model_31,763,386
00:00:07.931,synth_model_30,1,815
00:00:08.089,synth_model_19,31,887
00:00:08.183,synth_model_26,562,273
00:00:08.213,synth_model_29,1014,338
00:00:08.268,synth_model_33,88,43
00:00:08.368,synth_model_22,689,250
00:00:08.405,synth_model_10,256,95
00:00:08.443,synth_model_25,160,394
00:00:08.471,synth_model_14,389,16
00:00:08.498,synth_model_27,29,249
00:00:08.592,synth_model_24,873,458
00:00:08.761,synth_model_01,435,32
00:00:08.940,synth_model_19,1836,373
00:00:08.955,synth_model_15,1471,446
00:00:09.045,synth_model_23,1407,226
00:00:09.081,synth_model_11,1205,20
00:00:09.172,synth_model_12,802,234
00:00:09.217,synth_model_28,988,133
00:00:09.313,synth_model_16,169,301
00:00:09.361,synth_model_38,533,785
00:00:09.373,synth_model_02,395,435
00:00:09.441,synth_model_23,1029,231
00:00:09.558,synth_model_13,19,404
00:00:09.665,synth_model_24,820,784
00:00:09.777,synth_model_07,15,121
00:00:09.788,synth_model_02,1792,389
00:00:09.805,synth_model_12,670,725
00:00:09.849,synth_model_13,1227,215
00:00:09.871,synth_model_12,1267,16
00:00:09.983,synth_model_22,144,438
00:00:10.065,synth_model_21,632,21
00:00:10.171,synth_model_35,361,63
00:00:10.476,synth_model_31,511,260
00:00:10.667,synth_model_32,33,282
00:00:10.687,synth_model_22,832,816
00:00:11.193,synth_model_05,22,30
00:00:11.207,synth_model_06,301,207
00:00:11.270,synth_model_17,1783,333
00:00:11.541,synth_model_27,561,153
00:00:11.627,synth_model_36,371,100
00:00:12.017,synth_model_20,378,319
00:00:12.021,synth_model_37,1126,585
00:00:12.044,synth_model_30,53,540
00:00:12.068,synth_model_30,1597,434
00:00:12.231,synth_model_09,327,103
00:00:12.245,synth_model_05,751,474
00:00:12.313,synth_model_29,405,353
00:00:12.457,synth_model_38,1715,268
00:00:12.466,synth_model_29,2173,144
00:00:12.560,synth_model_18,6,39
00:00:12.714,synth_model_31,1798,50
00:00:12.720,synth_model_28,1215,444
00:00:12.797,synth_model_28,59,407
00:00:12.888,synth_model_18,133,1040
00:00:13.006,synth_model_00,827,129
00:00:13.036,synth_model_32,74,181
00:00:13.080,synth_model_39,549,201
00:00:13.372,synth_model_08,116,372
00:00:13.512,synth_model_06,9,142
00:00:13.517,synth_model_07,261,23
00:00:13.600,synth_model_07,49,315
00:00:13.646,synth_model_32,824,324
00:00:13.661,synth_model_36,965,340
00:00:13.789,synth_model_26,606,464
00:00:13.813,synth_model_31,251,264
00:00:13.815,synth_model_26,1658,465
00:00:13.870,synth_model_12,818,281
00:00:13.898,synth_model_25,13,405
00:00:14.104,synth_model_05,743,58
00:00:14.237,synth_model_33,511,214
00:00:14.287,synth_model_16,358,323
00:00:14.357,synth_model_23,1114,380
00:00:14.456,synth_model_39,784,352
00:00:14.768,synth_model_13,7,174
00:00:14.850,synth_model_16,777,371
00:00:14.859,synth_model_28,33,484
00:00:14.899,synth_model_15,1111,19
00:00:14.900,synth_model_09,834,24
00:00:14.935,synth_model_01,1227,16
00:00:14.959,synth_model_13,870,662
00:00:15.034,synth_model_23,1184,615
00:00:15.040,synth_model_20,2,159
00:00:15.198,synth_model_05,1631,181
00:00:15.212,synth_model_11,531,256
00:00:15.251,synth_model_00,163,163
00:00:15.274,synth_model_36,2503,16
00:00:15.293,synth_model_12,928,454
00:00:15.298,synth_model_04,885,155
00:00:15.466,synth_model_39,21,809
00:00:15.541,synth_model_29,46,440
00:00:15.542,synth_model_13,1461,235
00:00:15.598,synth_model_04,7,252
00:00:15.634,synth_model_06,11906,59
00:00:15.783,synth_model_10,1125,27
00:00:15.850,synth_model_28,2037,316
00:00:15.900,synth_model_11,1670,475
00:00:16.009,synth_model_24,1648,270
00:00:16.164,synth_model_05,803,370
00:00:16.174,synth_model_16,1012,40
00:00:16.281,synth_model_25,968,249
00:00:16.448,synth_model_02,13,290
00:00:16.463,synth_model_23,396,212
00:00:16.629,synth_model_37,72,185
