Request Time,Model Name,Input Length,Output Length
00:00:00.348,synth_model_28,7,202
00:00:00.418,synth_model_08,168,832
00:00:01.634,synth_model_33,1208,218
00:00:01.821,synth_model_34,527,570
00:00:01.900,synth_model_18,18,446
00:00:02.094,synth_model_39,1510,304
00:00:02.095,synth_model_18,978,1016
00:00:02.253,synth_model_14,438,176
00:00:03.071,synth_model_01,619,1006
00:00:03.485,synth_model_42,543,1562
00:00:03.549,synth_model_42,1138,1538
00:00:03.613,synth_model_40,480,892
00:00:04.144,synth_model_17,1880,100
00:00:05.068,synth_model_04,706,56
00:00:05.487,synth_model_42,828,446
00:00:05.572,synth_model_37,28,102
00:00:05.752,synth_model_10,1241,312
00:00:06.080,synth_model_36,901,132
00:00:06.799,synth_model_00,1275,282
00:00:06.985,synth_model_36,1308,152
00:00:07.195,synth_model_21,64,42
00:00:07.436,synth_model_38,1087,982
00:00:07.635,synth_model_03,10,620
00:00:08.313,synth_model_37,1021,86
00:00:08.696,synth_model_34,44,1434
00:00:09.741,synth_model_34,8,190
00:00:10.074,synth_model_28,532,1252
00:00:10.754,synth_model_43,18,260
00:00:11.178,synth_model_38,1764,1152
00:00:11.198,synth_model_34,1858,376
00:00:11.265,synth_model_36,39,698
00:00:11.348,synth_model_26,2270,630
00:00:11.574,synth_model_19,975,484
00:00:11.746,synth_model_23,8,34
00:00:12.009,synth_model_09,615,650
00:00:12.233,synth_model_39,444,334
00:00:13.023,synth_model_33,5,38
00:00:13.385,synth_model_37,16,682
00:00:14.091,synth_model_28,7,532
00:00:14.094,synth_model_18,368,550
00:00:14.214,synth_model_08,2187,1546
00:00:14.329,synth_model_43,388,226
00:00:14.483,synth_model_36,15,894
00:00:14.489,synth_model_39,35,342
00:00:14.827,synth_model_32,20,570
00:00:14.920,synth_model_24,172,82
00:00:15.121,synth_model_08,199,56
00:00:15.525,synth_model_06,607,728
00:00:15.683,synth_model_06,1670,2482
00:00:15.930,synth_model_42,814,1048
00:00:16.322,synth_model_28,262,278
00:00:16.469,synth_model_28,1092,912
00:00:16.609,synth_model_24,6,380
00:00:16.934,synth_model_11,859,66
00:00:16.993,synth_model_03,857,808
00:00:16.995,synth_model_00,41,594
00:00:17.046,synth_model_16,26,532
00:00:17.187,synth_model_09,715,1254
00:00:17.193,synth_model_00,252,404
00:00:17.216,synth_model_00,429,216
00:00:17.870,synth_model_33,421,702
00:00:17.927,synth_model_04,1221,312
00:00:17.993,synth_model_01,1301,260
00:00:18.215,synth_model_12,22,392
00:00:18.236,synth_model_10,1315,264
00:00:18.361,synth_model_18,231,470
00:00:18.363,synth_model_01,4,168
00:00:18.638,synth_model_40,68,628
00:00:19.100,synth_model_11,1141,674
00:00:19.503,synth_model_28,193,426
00:00:19.716,synth_model_01,51,624
00:00:19.848,synth_model_29,183,1706
00:00:19.898,synth_model_17,1540,1192
00:00:19.952,synth_model_40,42,858
00:00:19.980,synth_model_33,8,614
00:00:20.125,synth_model_09,1977,580
