Request Time,Model Name,Input Length,Output Length
00:00:00.026,synth_model_02,93,466
00:00:00.149,synth_model_19,380,558
00:00:00.180,synth_model_19,767,48
00:00:00.341,synth_model_07,918,1882
00:00:00.347,synth_model_20,992,618
00:00:00.349,synth_model_08,1050,678
00:00:00.364,synth_model_18,638,542
00:00:00.415,synth_model_05,1201,684
00:00:00.545,synth_model_21,467,684
00:00:00.562,synth_model_24,10,328
00:00:00.562,synth_model_12,1576,402
00:00:00.864,synth_model_25,968,614
00:00:00.876,synth_model_03,1380,98
00:00:00.957,synth_model_12,25,870
00:00:01.103,synth_model_05,12,252
00:00:01.359,synth_model_00,619,1006
00:00:01.491,synth_model_01,399,250
00:00:01.628,synth_model_08,1004,180
00:00:01.641,synth_model_19,1334,102
00:00:01.703,synth_model_01,4,180
00:00:01.768,synth_model_22,1791,310
00:00:01.857,synth_model_23,7,240
00:00:01.868,synth_model_22,2,554
00:00:01.956,synth_model_22,357,82
00:00:02.088,synth_model_17,287,154
00:00:02.115,synth_model_05,8,252
00:00:02.125,synth_model_06,1571,16
00:00:02.160,synth_model_07,1448,16
00:00:02.196,synth_model_25,15,314
00:00:02.299,synth_model_20,11,438
00:00:02.300,synth_model_20,375,750
00:00:02.382,synth_model_14,95,528
00:00:02.903,synth_model_24,1191,554
00:00:03.141,synth_model_21,183,132
00:00:03.191,synth_model_24,302,208
00:00:03.193,synth_model_09,1665,168
00:00:03.272,synth_model_16,822,188
00:00:03.283,synth_model_24,335,260
00:00:03.333,synth_model_18,6,116
00:00:03.345,synth_model_04,120,118
00:00:03.399,synth_model_00,1301,260
00:00:03.406,synth_model_08,1287,1758
00:00:03.425,synth_model_22,25,932
00:00:03.438,synth_model_00,4,168
00:00:03.443,synth_model_00,51,624
00:00:03.510,synth_model_25,1088,628
00:00:03.513,synth_model_10,82,342
00:00:03.576,synth_model_25,411,430
00:00:03.584,synth_model_21,1166,1458
00:00:03.607,synth_model_11,776,1556
00:00:03.684,synth_model_10,1530,426
00:00:03.696,synth_model_07,977,704
00:00:03.702,synth_model_18,1443,1410
00:00:03.731,synth_model_13,1525,124
00:00:03.738,synth_model_04,475,506
00:00:03.773,synth_model_05,18,226
00:00:03.973,synth_model_16,1735,214
00:00:04.043,synth_model_19,18,1510
00:00:04.058,synth_model_22,1047,866
00:00:04.064,synth_model_11,405,340
00:00:04.120,synth_model_10,1537,568
00:00:04.190,synth_model_17,2135,352
00:00:04.234,synth_model_18,440,286
00:00:04.236,synth_model_17,1369,556
00:00:04.481,synth_model_03,10,292
00:00:04.543,synth_model_00,545,1076
00:00:04.627,synth_model_15,1321,284
00:00:04.769,synth_model_14,489,382
00:00:04.796,synth_model_07,1070,1044
00:00:04.852,synth_model_04,1280,918
00:00:04.983,synth_model_05,1752,364
00:00:04.997,synth_model_01,793,512
00:00:05.016,synth_model_13,735,780
00:00:05.043,synth_model_06,987,660
00:00:05.088,synth_model_22,939,930
00:00:05.446,synth_model_08,459,806
00:00:05.473,synth_model_17,1459,490
00:00:05.491,synth_model_02,1300,620
00:00:05.671,synth_model_23,111,506
00:00:05.692,synth_model_13,1240,764
00:00:05.712,synth_model_13,1244,58
00:00:05.762,synth_model_05,1962,702
00:00:05.816,synth_model_23,1172,752
00:00:05.827,synth_model_11,1128,1642
00:00:05.883,synth_model_10,866,1068
00:00:05.904,synth_model_20,233,156
00:00:06.068,synth_model_17,594,76
00:00:06.135,synth_model_07,7,1388
00:00:06.412,synth_model_22,1980,740
00:00:06.428,synth_model_12,281,482
00:00:06.576,synth_model_07,40,952
00:00:06.599,synth_model_22,549,776
00:00:06.688,synth_model_13,689,500
00:00:06.715,synth_model_03,499,488
00:00:06.724,synth_model_08,1465,488
00:00:06.899,synth_model_17,1054,972
00:00:06.906,synth_model_14,416,670
00:00:06.976,synth_model_09,132,192
00:00:07.038,synth_model_21,434,80
00:00:07.083,synth_model_11,14,114
00:00:07.134,synth_model_15,1292,16
00:00:07.144,synth_model_16,1,20
00:00:07.222,synth_model_17,906,848
00:00:07.347,synth_model_03,1551,252
00:00:07.362,synth_model_18,1090,512
00:00:07.366,synth_model_05,326,948
00:00:07.415,synth_model_25,551,1530
00:00:07.456,synth_model_16,1,370
00:00:07.514,synth_model_12,431,674
00:00:07.536,synth_model_22,2185,248
00:00:07.572,synth_model_15,282,246
00:00:07.574,synth_model_07,319,88
00:00:07.682,synth_model_15,1023,44
00:00:07.803,synth_model_00,633,324
00:00:07.914,synth_model_18,1877,64
00:00:08.084,synth_model_18,1487,884
