Request Time,Model Name,Input Length,Output Length
00:00:00.054,synth_model_46,1514,380
00:00:00.065,synth_model_72,1468,258
00:00:00.217,synth_model_70,1195,416
00:00:00.348,synth_model_28,7,101
00:00:00.357,synth_model_69,16,593
00:00:00.395,synth_model_72,70,235
00:00:00.418,synth_model_08,168,416
00:00:00.666,synth_model_79,1913,242
00:00:00.960,synth_model_64,848,65
00:00:01.069,synth_model_60,14,21
00:00:01.075,synth_model_51,555,64
00:00:01.099,synth_model_54,518,176
00:00:01.467,synth_model_48,1305,259
00:00:01.634,synth_model_33,1208,109
00:00:01.821,synth_model_34,527,285
00:00:01.900,synth_model_18,18,223
00:00:02.094,synth_model_39,1510,152
00:00:02.095,synth_model_18,978,508
00:00:02.253,synth_model_14,438,88
00:00:02.561,synth_model_50,7,168
00:00:02.614,synth_model_51,52,283
00:00:02.758,synth_model_45,11,475
00:00:02.851,synth_model_79,1196,234
00:00:03.071,synth_model_01,619,503
00:00:03.324,synth_model_78,417,113
00:00:03.485,synth_model_42,543,781
00:00:03.549,synth_model_42,1138,769
00:00:03.605,synth_model_54,20,437
00:00:03.606,synth_model_45,577,194
00:00:03.613,synth_model_40,480,446
00:00:03.626,synth_model_76,986,16
00:00:03.643,synth_model_44,353,154
00:00:03.708,synth_model_70,648,80
00:00:03.906,synth_model_73,13,262
00:00:03.907,synth_model_63,47,769
00:00:04.144,synth_model_17,1880,50
00:00:05.068,synth_model_04,706,28
00:00:05.200,synth_model_57,2,601
00:00:05.376,synth_model_46,1331,374
00:00:05.487,synth_model_42,828,223
00:00:05.492,synth_model_45,416,130
00:00:05.572,synth_model_37,28,51
00:00:05.752,synth_model_10,1241,156
00:00:06.059,synth_model_54,27,353
00:00:06.080,synth_model_36,901,66
00:00:06.277,synth_model_44,1134,763
00:00:06.356,synth_model_64,769,288
00:00:06.616,synth_model_55,224,88
00:00:06.799,synth_model_00,1275,141
00:00:06.985,synth_model_36,1308,76
00:00:06.988,synth_model_65,567,563
00:00:07.195,synth_model_21,64,21
00:00:07.436,synth_model_38,1087,491
00:00:07.554,synth_model_55,95,299
00:00:07.615,synth_model_76,42,994
00:00:07.635,synth_model_03,10,310
00:00:07.677,synth_model_53,11,78
00:00:07.722,synth_model_66,505,139
00:00:07.866,synth_model_46,1051,111
00:00:08.001,synth_model_47,1161,862
00:00:08.313,synth_model_37,1021,43
00:00:08.522,synth_model_72,494,694
00:00:08.655,synth_model_58,13,997
00:00:08.696,synth_model_34,44,717
00:00:08.800,synth_model_57,30,611
00:00:08.884,synth_model_51,19,182
00:00:08.894,synth_model_58,351,374
00:00:09.436,synth_model_72,1527,212
00:00:09.612,synth_model_60,98,525
00:00:09.741,synth_model_34,8,95
00:00:09.782,synth_model_44,18,349
00:00:10.074,synth_model_28,532,626
00:00:10.358,synth_model_60,948,351
00:00:10.414,synth_model_67,2940,147
00:00:10.438,synth_model_49,876,345
00:00:10.524,synth_model_68,1970,789
00:00:10.754,synth_model_43,18,130
00:00:11.178,synth_model_38,1764,576
00:00:11.198,synth_model_34,1858,188
00:00:11.265,synth_model_36,39,349
00:00:11.274,synth_model_60,1054,386
00:00:11.348,synth_model_26,2270,315
00:00:11.458,synth_model_46,1293,23
00:00:11.574,synth_model_19,975,242
00:00:11.651,synth_model_59,618,429
00:00:11.746,synth_model_23,8,17
00:00:11.821,synth_model_76,104,28
00:00:11.942,synth_model_54,1430,216
00:00:11.944,synth_model_61,298,549
00:00:11.960,synth_model_54,688,48
00:00:11.979,synth_model_47,7,992
00:00:12.009,synth_model_09,615,325
00:00:12.025,synth_model_64,191,150
00:00:12.218,synth_model_49,2183,1015
00:00:12.233,synth_model_39,444,167
00:00:12.238,synth_model_55,453,316
00:00:12.682,synth_model_53,1589,463
00:00:13.023,synth_model_33,5,19
00:00:13.194,synth_model_69,1735,535
00:00:13.250,synth_model_65,57,37
00:00:13.385,synth_model_37,16,341
00:00:13.787,synth_model_71,293,231
00:00:14.091,synth_model_28,7,266
00:00:14.094,synth_model_18,368,275
00:00:14.214,synth_model_08,2187,773
00:00:14.329,synth_model_43,388,113
00:00:14.335,synth_model_68,19,609
00:00:14.401,synth_model_68,1216,120
00:00:14.425,synth_model_49,542,187
00:00:14.483,synth_model_36,15,447
00:00:14.489,synth_model_39,35,171
00:00:14.518,synth_model_50,660,256
00:00:14.615,synth_model_73,542,234
00:00:14.742,synth_model_79,43,97
00:00:14.827,synth_model_32,20,285
00:00:14.844,synth_model_51,1292,16
00:00:14.920,synth_model_24,172,41
00:00:15.063,synth_model_79,29,142
00:00:15.121,synth_model_08,199,28
00:00:15.525,synth_model_06,607,364
00:00:15.683,synth_model_06,1670,1309
00:00:15.930,synth_model_42,814,524
00:00:16.322,synth_model_28,262,139
00:00:16.469,synth_model_28,1092,456
00:00:16.582,synth_model_75,985,198
00:00:16.609,synth_model_24,6,190
00:00:16.728,synth_model_57,24,58
00:00:16.934,synth_model_11,859,33
00:00:16.993,synth_model_03,857,404
00:00:16.995,synth_model_00,41,297
00:00:17.046,synth_model_16,26,266
00:00:17.176,synth_model_74,13,18
00:00:17.187,synth_model_09,715,627
00:00:17.193,synth_model_00,252,202
00:00:17.216,synth_model_00,429,108
00:00:17.606,synth_model_77,607,142
00:00:17.767,synth_model_70,63,315
00:00:17.832,synth_model_45,491,16
00:00:17.870,synth_model_33,421,351
00:00:17.904,synth_model_45,127,81
00:00:17.927,synth_model_04,1221,156
00:00:17.993,synth_model_01,1301,130
00:00:18.052,synth_model_62,384,445
00:00:18.215,synth_model_12,22,196
00:00:18.225,synth_model_49,26,392
00:00:18.236,synth_model_10,1315,132
00:00:18.361,synth_model_18,231,235
00:00:18.363,synth_model_01,4,84
00:00:18.638,synth_model_40,68,314
00:00:18.741,synth_model_53,78,249
00:00:18.914,synth_model_50,1621,123
00:00:19.100,synth_model_11,1141,337
00:00:19.182,synth_model_70,544,16
00:00:19.503,synth_model_28,193,213
00:00:19.563,synth_model_79,1244,276
00:00:19.605,synth_model_69,139,24
00:00:19.716,synth_model_01,51,312
00:00:19.848,synth_model_29,183,853
00:00:19.898,synth_model_17,1540,596
00:00:19.952,synth_model_40,42,429
00:00:19.980,synth_model_33,8,307
00:00:20.077,synth_model_61,637,258
00:00:20.125,synth_model_09,1977,290
00:00:20.295,synth_model_69,448,281
00:00:20.355,synth_model_38,1582,430
00:00:20.486,synth_model_35,333,174
00:00:20.582,synth_model_24,502,167
00:00:20.606,synth_model_07,5,125
00:00:20.703,synth_model_73,554,207
00:00:20.872,synth_model_05,6,80
00:00:21.027,synth_model_40,1532,703
00:00:21.101,synth_model_09,6,349
00:00:21.294,synth_model_23,366,54
00:00:21.867,synth_model_73,789,312
00:00:22.134,synth_model_15,665,160
00:00:22.246,synth_model_24,412,277
00:00:22.349,synth_model_30,1481,455
00:00:22.352,synth_model_03,1696,160
00:00:22.373,synth_model_62,69,172
00:00:22.396,synth_model_76,435,237
00:00:22.719,synth_model_00,302,342
00:00:22.731,synth_model_43,1556,397
00:00:22.850,synth_model_72,262,288
00:00:23.385,synth_model_69,1974,405
00:00:23.418,synth_model_26,31,194
00:00:23.499,synth_model_25,316,600
00:00:23.597,synth_model_03,728,568
00:00:23.932,synth_model_29,2114,341
00:00:23.980,synth_model_70,198,200
00:00:24.134,synth_model_29,1011,371
00:00:24.385,synth_model_08,1555,116
00:00:24.762,synth_model_43,170,142
00:00:24.946,synth_model_10,1391,103
00:00:25.295,synth_model_22,1178,364
00:00:25.352,synth_model_50,912,61
00:00:25.509,synth_model_07,12,203
00:00:25.561,synth_model_27,13,334
00:00:25.744,synth_model_38,566,237
00:00:26.013,synth_model_57,481,88
00:00:26.076,synth_model_75,333,110
00:00:26.243,synth_model_58,51,309
00:00:26.374,synth_model_25,980,740
00:00:26.439,synth_model_42,12,16
00:00:26.484,synth_model_48,2028,17
00:00:26.497,synth_model_64,785,16
00:00:26.570,synth_model_64,1272,538
00:00:26.670,synth_model_42,1190,524
00:00:26.790,synth_model_39,328,301
00:00:26.869,synth_model_34,521,83
00:00:27.044,synth_model_21,189,350
00:00:27.099,synth_model_58,817,34
00:00:27.103,synth_model_20,118,359
00:00:27.294,synth_model_54,1406,155
00:00:27.347,synth_model_60,306,335
00:00:27.360,synth_model_26,1474,95
00:00:28.157,synth_model_35,28,58
00:00:28.313,synth_model_61,613,16
00:00:28.372,synth_model_07,812,285
00:00:28.491,synth_model_25,672,248
00:00:28.627,synth_model_39,1205,259
00:00:29.035,synth_model_62,542,91
00:00:29.281,synth_model_02,639,207
00:00:29.461,synth_model_47,1264,589
00:00:29.463,synth_model_53,54,668
00:00:29.658,synth_model_56,16,119
00:00:29.678,synth_model_35,832,767
00:00:29.765,synth_model_19,1262,16
00:00:29.838,synth_model_77,635,387
00:00:29.989,synth_model_41,1289,311
00:00:29.998,synth_model_16,455,544
00:00:30.018,synth_model_01,545,538
00:00:30.054,synth_model_67,22,299
00:00:30.439,synth_model_20,956,100
00:00:30.463,synth_model_11,186,125
00:00:30.645,synth_model_40,5,299
00:00:30.818,synth_model_02,199,84
00:00:30.956,synth_model_10,8,399
00:00:30.979,synth_model_79,198,403
00:00:31.047,synth_model_18,87,64
00:00:31.183,synth_model_29,715,67
00:00:31.419,synth_model_30,819,640
00:00:31.437,synth_model_24,265,68
00:00:31.502,synth_model_79,181,24
00:00:31.504,synth_model_76,2490,825
00:00:31.665,synth_model_43,17,353
00:00:31.813,synth_model_71,746,35
00:00:32.272,synth_model_59,397,361
00:00:32.309,synth_model_12,685,482
00:00:32.520,synth_model_66,1095,873
00:00:32.691,synth_model_07,984,133
00:00:32.755,synth_model_23,1642,406
00:00:32.776,synth_model_27,1734,326
00:00:32.781,synth_model_06,20,307
00:00:32.856,synth_model_42,1476,432
00:00:32.945,synth_model_32,1098,219
00:00:32.954,synth_model_61,819,425
00:00:33.022,synth_model_22,235,532
00:00:33.035,synth_model_40,302,471
00:00:33.395,synth_model_54,345,355
00:00:33.516,synth_model_36,1655,359
00:00:33.524,synth_model_40,4,194
00:00:33.593,synth_model_48,521,64
00:00:34.003,synth_model_66,37,123
00:00:34.021,synth_model_79,1818,82
00:00:34.241,synth_model_59,19,427
00:00:34.261,synth_model_17,477,388
00:00:34.422,synth_model_67,654,414
00:00:34.468,synth_model_52,669,160
00:00:34.758,synth_model_72,579,25
00:00:34.806,synth_model_21,1061,236
