Request Time,Model Name,Input Length,Output Length
00:00:00.080,synth_model_26,1699,1018
00:00:00.287,synth_model_32,33,305
00:00:00.309,synth_model_07,1064,110
00:00:00.372,synth_model_17,234,268
00:00:00.375,synth_model_06,235,47
00:00:00.381,synth_model_11,199,62
00:00:00.391,synth_model_07,1850,866
00:00:00.396,synth_model_09,718,89
00:00:00.403,synth_model_07,937,53
00:00:00.460,synth_model_36,529,64
00:00:00.479,synth_model_16,919,24
00:00:00.599,synth_model_36,1331,863
00:00:00.600,synth_model_26,380,16
00:00:00.786,synth_model_31,126,215
00:00:00.802,synth_model_13,416,403
00:00:00.807,synth_model_26,18,362
00:00:00.851,synth_model_20,820,58
00:00:00.865,synth_model_25,5,518
00:00:00.906,synth_model_11,28,163
00:00:00.934,synth_model_30,515,196
00:00:00.938,synth_model_02,200,190
00:00:00.958,synth_model_05,949,459
00:00:01.075,synth_model_35,567,16
00:00:01.091,synth_model_33,696,393
00:00:01.103,synth_model_13,17,48
00:00:01.116,synth_model_16,890,155
00:00:01.205,synth_model_11,1172,316
00:00:01.236,synth_model_00,5,227
00:00:01.310,synth_model_35,12,551
00:00:01.385,synth_model_26,54,1072
00:00:01.396,synth_model_37,1688,771
00:00:01.405,synth_model_08,1665,84
00:00:01.475,synth_model_36,269,16
00:00:01.510,synth_model_30,1218,643
00:00:01.717,synth_model_31,747,298
00:00:01.751,synth_model_11,1388,249
00:00:01.808,synth_model_08,132,96
00:00:01.822,synth_model_14,1539,341
00:00:01.827,synth_model_17,518,116
00:00:01.828,synth_model_03,1731,18
00:00:01.882,synth_model_36,652,350
00:00:01.885,synth_model_22,1285,64
00:00:01.939,synth_model_37,1772,135
00:00:01.963,synth_model_10,1613,336
00:00:01.998,synth_model_09,2066,304
00:00:02.021,synth_model_26,3,446
00:00:02.024,synth_model_39,1902,225
00:00:02.046,synth_model_02,13,115
00:00:02.049,synth_model_28,968,288
00:00:02.065,synth_model_04,318,33
00:00:02.070,synth_model_12,8,599
00:00:02.078,synth_model_18,141,253
00:00:02.103,synth_model_35,13,319
00:00:02.118,synth_model_15,1488,94
00:00:02.232,synth_model_37,28,449
00:00:02.368,synth_model_25,63,315
00:00:02.373,synth_model_15,1369,171
00:00:02.380,synth_model_25,544,16
00:00:02.394,synth_model_18,2049,958
00:00:02.471,synth_model_32,1530,200
00:00:02.551,synth_model_17,1258,323
00:00:02.638,synth_model_13,865,39
00:00:02.677,synth_model_37,172,174
00:00:02.694,synth_model_34,24,172
00:00:02.695,synth_model_10,759,275
00:00:02.706,synth_model_33,1776,349
00:00:02.736,synth_model_36,1153,134
00:00:02.762,synth_model_33,1404,463
00:00:02.889,synth_model_34,368,100
00:00:02.899,synth_model_35,19,539
00:00:02.951,synth_model_12,725,424
00:00:03.090,synth_model_00,223,23
00:00:03.126,synth_model_00,985,298
00:00:03.130,synth_model_00,975,271
00:00:03.284,synth_model_10,532,89
00:00:03.335,synth_model_12,159,45
00:00:03.420,synth_model_27,1543,198
00:00:03.458,synth_model_27,1584,471
00:00:03.536,synth_model_07,260,130
00:00:03.695,synth_model_07,1492,48
00:00:03.744,synth_model_13,16,284
00:00:03.788,synth_model_04,1288,537
00:00:03.908,synth_model_13,1584,133
00:00:03.992,synth_model_31,551,317
00:00:04.001,synth_model_30,384,97
00:00:04.052,synth_model_35,106,103
00:00:04.125,synth_model_29,12,415
00:00:04.130,synth_model_00,963,155
00:00:04.155,synth_model_14,1335,109
00:00:04.157,synth_model_22,516,39
00:00:04.166,synth_model_11,832,256
00:00:04.168,synth_model_18,641,208
00:00:04.169,synth_model_18,1418,289
00:00:04.189,synth_model_26,825,507
00:00:04.208,synth_model_11,771,327
00:00:04.449,synth_model_32,752,300
00:00:04.508,synth_model_24,9,301
00:00:04.613,synth_model_11,1500,391
00:00:04.615,synth_model_34,1033,262
00:00:04.660,synth_model_02,1236,272
00:00:04.686,synth_model_13,783,454
00:00:04.778,synth_model_24,1707,218
00:00:04.812,synth_model_38,1115,377
00:00:04.856,synth_model_32,509,361
00:00:04.909,synth_model_27,145,665
00:00:04.998,synth_model_21,425,33
00:00:05.027,synth_model_30,1296,70
00:00:05.039,synth_model_26,1732,408
00:00:05.051,synth_model_26,10,123
00:00:05.054,synth_model_24,814,230
00:00:05.069,synth_model_04,906,444
00:00:05.111,synth_model_26,20,328
00:00:05.210,synth_model_09,30,195
00:00:05.271,synth_model_13,7,16
00:00:05.375,synth_model_39,2119,1055
00:00:05.424,synth_model_10,476,276
00:00:05.456,synth_model_32,1341,78
00:00:05.547,synth_model_19,479,311
00:00:05.667,synth_model_25,198,200
00:00:05.729,synth_model_17,65,1033
00:00:05.732,synth_model_25,17,103
00:00:05.750,synth_model_01,202,444
00:00:05.776,synth_model_15,39,832
00:00:05.793,synth_model_32,555,262
00:00:05.818,synth_model_36,1036,339
00:00:05.850,synth_model_27,10,624
00:00:05.865,synth_model_33,618,266
00:00:05.946,synth_model_01,840,225
00:00:05.970,synth_model_05,665,160
00:00:06.014,synth_model_36,2462,757
00:00:06.108,synth_model_33,905,42
00:00:06.124,synth_model_35,38,81
00:00:06.184,synth_model_02,40,372
00:00:06.348,synth_model_35,295,214
00:00:06.378,synth_model_07,296,25
00:00:06.407,synth_model_14,361,221
00:00:06.428,synth_model_37,705,626
00:00:06.454,synth_model_01,3,263
00:00:06.482,synth_model_07,161,37
00:00:06.573,synth_model_32,1010,304
00:00:06.589,synth_model_26,659,268
00:00:06.744,synth_model_30,38,33
00:00:06.750,synth_model_37,324,311
00:00:06.752,synth_model_27,49,464
00:00:06.755,synth_model_26,655,242
00:00:06.769,synth_model_11,976,343
00:00:06.791,synth_model_35,911,500
00:00:06.793,synth_model_24,50,597
00:00:06.800,synth_model_07,1141,292
00:00:06.851,synth_model_14,1962,288
00:00:06.864,synth_model_36,23,607
00:00:06.875,synth_model_36,181,201
00:00:06.881,synth_model_33,120,16
00:00:06.931,synth_model_31,7,415
00:00:06.951,synth_model_20,1027,502
00:00:06.994,synth_model_01,706,28
00:00:07.094,synth_model_00,1704,114
00:00:07.119,synth_model_29,6,554
00:00:07.169,synth_model_38,1462,303
00:00:07.241,synth_model_04,627,266
00:00:07.279,synth_model_11,1795,351
00:00:07.316,synth_model_16,525,16
00:00:07.393,synth_model_30,776,66
00:00:07.445,synth_model_18,1782,253
00:00:07.569,synth_model_22,91,597
00:00:07.600,synth_model_32,674,198
00:00:07.740,synth_model_05,50,540
00:00:07.756,synth_model_02,42,338
00:00:07.796,synth_model_35,1400,503
00:00:07.809,synth_model_33,437,468
00:00:07.933,synth_model_10,703,273
00:00:07.945,synth_model_02,1741,98
00:00:07.963,synth_model_07,218,155
00:00:07.971,synth_model_39,1108,279
00:00:07.973,synth_model_15,1923,71
00:00:07.982,synth_model_04,7,334
00:00:08.066,synth_model_25,359,720
00:00:08.150,synth_model_05,15,213
00:00:08.319,synth_model_00,1319,322
00:00:08.344,synth_model_29,1706,260
00:00:08.383,synth_model_01,1221,156
00:00:08.392,synth_model_03,1322,148
00:00:08.465,synth_model_32,1169,164
00:00:08.585,synth_model_15,556,542
00:00:08.617,synth_model_16,370,63
00:00:08.663,synth_model_17,52,22
00:00:08.732,synth_model_13,47,180
00:00:08.740,synth_model_30,61,482
00:00:08.779,synth_model_34,1359,165
00:00:08.799,synth_model_17,390,289
00:00:08.814,synth_model_23,15,342
00:00:08.827,synth_model_17,763,24
00:00:08.879,synth_model_35,52,144
00:00:08.890,synth_model_03,587,323
00:00:08.925,synth_model_10,753,31
00:00:08.939,synth_model_11,632,21
00:00:09.018,synth_model_14,702,527
00:00:09.040,synth_model_37,2021,472
00:00:09.088,synth_model_30,653,853
00:00:09.104,synth_model_22,198,180
00:00:09.176,synth_model_31,525,39
00:00:09.194,synth_model_26,1036,452
00:00:09.214,synth_model_08,84,146
00:00:09.232,synth_model_25,1503,221
00:00:09.238,synth_model_02,647,297
00:00:09.268,synth_model_36,9,580
00:00:09.316,synth_model_34,1871,80
00:00:09.357,synth_model_25,1331,130
00:00:09.365,synth_model_31,12,384
00:00:09.435,synth_model_12,802,153
00:00:09.483,synth_model_09,1520,92
00:00:09.523,synth_model_18,109,16
00:00:09.551,synth_model_13,705,91
00:00:09.551,synth_model_38,760,223
00:00:09.579,synth_model_07,1046,324
00:00:09.612,synth_model_27,1201,352
00:00:09.629,synth_model_37,1122,545
00:00:09.668,synth_model_11,915,97
00:00:09.669,synth_model_19,499,420
00:00:09.692,synth_model_00,288,246
00:00:09.706,synth_model_04,472,16
00:00:09.854,synth_model_20,104,55
00:00:09.864,synth_model_39,728,287
00:00:09.911,synth_model_35,1267,337
00:00:09.919,synth_model_25,221,38
00:00:09.947,synth_model_27,1174,241
00:00:09.958,synth_model_31,536,53
00:00:09.989,synth_model_18,715,67
00:00:10.006,synth_model_09,59,35
00:00:10.049,synth_model_11,1407,298
00:00:10.084,synth_model_01,29,414
00:00:10.086,synth_model_33,610,38
00:00:10.156,synth_model_17,1404,56
00:00:10.202,synth_model_22,621,167
00:00:10.211,synth_model_15,691,97
00:00:10.231,synth_model_04,1334,133
00:00:10.246,synth_model_37,30,381
00:00:10.349,synth_model_04,12,768
00:00:10.390,synth_model_09,1017,250
00:00:10.440,synth_model_12,9,237
00:00:10.690,synth_model_35,70,276
00:00:10.691,synth_model_15,310,139
00:00:10.702,synth_model_33,1449,396
00:00:10.710,synth_model_24,988,291
00:00:10.765,synth_model_37,2224,138
00:00:10.799,synth_model_39,613,503
00:00:11.059,synth_model_01,3213,269
00:00:11.062,synth_model_12,12,59
00:00:11.097,synth_model_32,924,679
00:00:11.196,synth_model_31,576,293
00:00:11.201,synth_model_39,66,64
00:00:11.239,synth_model_38,7,400
00:00:11.276,synth_model_24,1083,71
00:00:11.285,synth_model_01,26,241
00:00:11.305,synth_model_35,1256,441
00:00:11.359,synth_model_26,1782,928
00:00:11.371,synth_model_32,589,311
00:00:11.377,synth_model_20,598,23
00:00:11.434,synth_model_07,993,93
00:00:11.500,synth_model_34,608,182
00:00:11.584,synth_model_35,128,596
00:00:11.626,synth_model_38,2046,139
00:00:11.635,synth_model_16,1,1105
00:00:11.861,synth_model_29,1046,83
00:00:11.912,synth_model_29,1219,29
00:00:11.917,synth_model_32,61,96
00:00:12.042,synth_model_23,1040,92
00:00:12.117,synth_model_08,14,354
00:00:12.125,synth_model_37,349,16
00:00:12.127,synth_model_22,497,676
00:00:12.163,synth_model_18,56,338
00:00:12.320,synth_model_04,612,394
00:00:12.337,synth_model_15,13,358
00:00:12.340,synth_model_17,16,759
00:00:12.518,synth_model_38,770,410
00:00:12.596,synth_model_07,1374,940
00:00:12.643,synth_model_09,18,235
00:00:12.659,synth_model_26,503,387
00:00:12.671,synth_model_34,1337,43
00:00:12.699,synth_model_29,1701,360
00:00:12.891,synth_model_04,440,266
00:00:12.962,synth_model_18,20,213
00:00:12.984,synth_model_15,1247,16
00:00:13.014,synth_model_29,253,748
00:00:13.073,synth_model_39,827,119
00:00:13.121,synth_model_25,503,141
00:00:13.202,synth_model_34,1457,269
00:00:13.255,synth_model_10,484,244
00:00:13.255,synth_model_19,1636,178
00:00:13.327,synth_model_30,22,252
00:00:13.343,synth_model_29,12,789
00:00:13.405,synth_model_26,817,473
00:00:13.417,synth_model_38,490,215
00:00:13.431,synth_model_22,73,721
00:00:13.482,synth_model_14,267,403
00:00:13.554,synth_model_21,17,358
00:00:13.601,synth_model_34,15,300
00:00:13.666,synth_model_25,1065,16
00:00:13.721,synth_model_20,33,604
00:00:13.834,synth_model_12,458,206
00:00:13.886,synth_model_23,1617,207
00:00:13.887,synth_model_20,294,196
00:00:14.013,synth_model_16,54,703
00:00:14.133,synth_model_18,1431,19
00:00:14.323,synth_model_16,1833,515
00:00:14.334,synth_model_30,220,386
00:00:14.347,synth_model_19,59,666
00:00:14.501,synth_model_20,21,323
00:00:14.544,synth_model_27,237,305
00:00:14.547,synth_model_10,1919,141
00:00:14.611,synth_model_10,162,161
00:00:14.675,synth_model_29,27,365
00:00:14.791,synth_model_27,8,148
00:00:14.813,synth_model_00,773,609
00:00:14.845,synth_model_30,1068,188
00:00:14.859,synth_model_04,970,141
00:00:14.908,synth_model_28,309,107
00:00:14.918,synth_model_13,384,63
00:00:14.918,synth_model_01,1243,205
00:00:14.959,synth_model_13,636,253
00:00:15.000,synth_model_13,728,24
00:00:15.053,synth_model_15,1315,106
00:00:15.062,synth_model_35,478,508
00:00:15.115,synth_model_15,978,346
00:00:15.128,synth_model_21,149,116
00:00:15.135,synth_model_13,12,95
00:00:15.154,synth_model_06,679,214
00:00:15.172,synth_model_21,276,99
00:00:15.244,synth_model_06,262,75
00:00:15.332,synth_model_28,56,142
00:00:15.371,synth_model_37,1484,243
00:00:15.410,synth_model_09,1000,982
00:00:15.473,synth_model_25,380,283
00:00:15.557,synth_model_08,438,306
00:00:15.603,synth_model_22,242,348
00:00:15.728,synth_model_37,3027,637
00:00:15.749,synth_model_15,197,77
00:00:15.761,synth_model_15,843,195
00:00:15.762,synth_model_19,1525,601
00:00:15.786,synth_model_35,9,296
00:00:15.809,synth_model_20,22,483
00:00:15.822,synth_model_01,1000,502
00:00:15.866,synth_model_37,976,243
00:00:15.989,synth_model_32,31,113
00:00:16.012,synth_model_09,740,888
00:00:16.029,synth_model_01,801,312
00:00:16.059,synth_model_03,627,165
00:00:16.061,synth_model_35,8,231
00:00:16.101,synth_model_02,1033,374
00:00:16.113,synth_model_15,1002,330
00:00:16.140,synth_model_09,10,41
00:00:16.149,synth_model_38,6,273
00:00:16.170,synth_model_35,1674,33
00:00:16.261,synth_model_32,532,128
00:00:16.264,synth_model_02,101,75
00:00:16.274,synth_model_35,883,290
00:00:16.341,synth_model_38,106,502
00:00:16.355,synth_model_03,57,87
00:00:16.358,synth_model_26,729,612
00:00:16.379,synth_model_10,598,61
00:00:16.415,synth_model_16,1092,273
00:00:16.470,synth_model_27,744,40
00:00:16.503,synth_model_37,17,322
00:00:16.540,synth_model_14,470,246
00:00:16.554,synth_model_14,1627,404
00:00:16.586,synth_model_20,363,143
00:00:16.653,synth_model_06,544,438
00:00:17.039,synth_model_13,519,207
00:00:17.070,synth_model_38,317,226
00:00:17.081,synth_model_22,384,445
00:00:17.102,synth_model_20,114,16
00:00:17.110,synth_model_10,147,673
00:00:17.184,synth_model_12,1615,246
00:00:17.197,synth_model_26,543,16
00:00:17.202,synth_model_32,15,90
00:00:17.331,synth_model_25,28,774
00:00:17.431,synth_model_01,1089,299
00:00:17.432,synth_model_13,796,482
00:00:17.471,synth_model_18,918,168
00:00:17.478,synth_model_24,1354,782
00:00:17.484,synth_model_17,36,343
00:00:17.515,synth_model_10,1857,297
00:00:17.524,synth_model_07,443,387
00:00:17.542,synth_model_10,933,298
00:00:17.560,synth_model_34,565,288
00:00:17.699,synth_model_17,97,209
00:00:17.739,synth_model_35,17,517
00:00:17.765,synth_model_35,8,537
00:00:17.860,synth_model_26,767,314
00:00:17.927,synth_model_18,27,387
00:00:17.970,synth_model_01,407,56
00:00:18.005,synth_model_25,1508,341
00:00:18.009,synth_model_20,73,43
00:00:18.012,synth_model_15,544,405
00:00:18.094,synth_model_10,555,64
00:00:18.118,synth_model_37,1274,251
00:00:18.130,synth_model_07,1482,248
00:00:18.326,synth_model_21,1184,443
00:00:18.370,synth_model_35,918,479
00:00:18.398,synth_model_14,480,446
00:00:18.481,synth_model_21,203,152
00:00:18.534,synth_model_06,1315,943
00:00:18.576,synth_model_26,977,158
00:00:18.579,synth_model_22,69,172
00:00:18.611,synth_model_24,1192,353
00:00:18.726,synth_model_01,3,247
00:00:18.771,synth_model_09,1272,66
00:00:18.808,synth_model_14,68,314
00:00:18.879,synth_model_34,1256,309
00:00:18.954,synth_model_16,458,16
00:00:19.019,synth_model_11,14,264
00:00:19.087,synth_model_02,797,725
00:00:19.097,synth_model_19,1832,371
00:00:19.113,synth_model_37,1116,203
00:00:19.116,synth_model_02,630,55
00:00:19.184,synth_model_01,522,428
00:00:19.184,synth_model_23,950,49
00:00:19.196,synth_model_09,122,178
00:00:19.300,synth_model_31,1663,61
00:00:19.423,synth_model_22,542,91
00:00:19.438,synth_model_09,583,359
00:00:19.470,synth_model_28,1595,418
00:00:19.485,synth_model_27,161,464
00:00:19.569,synth_model_06,617,319
00:00:19.654,synth_model_12,1,16
00:00:19.824,synth_model_22,81,392
00:00:19.854,synth_model_26,1879,149
00:00:19.861,synth_model_37,608,353
00:00:19.898,synth_model_19,1349,369
00:00:19.922,synth_model_15,1550,252
00:00:19.940,synth_model_16,461,459
00:00:19.941,synth_model_07,342,185
00:00:19.960,synth_model_12,373,429
00:00:19.964,synth_model_15,591,107
00:00:19.976,synth_model_34,38,365
00:00:19.977,synth_model_17,1018,401
00:00:20.077,synth_model_18,12,114
00:00:20.121,synth_model_01,30,92
00:00:20.130,synth_model_37,400,529
00:00:20.307,synth_model_32,1716,55
00:00:20.371,synth_model_26,16,576
00:00:20.373,synth_model_37,10,290
00:00:20.427,synth_model_03,21,398
00:00:20.441,synth_model_28,641,161
00:00:20.441,synth_model_08,441,335
00:00:20.444,synth_model_20,142,488
00:00:20.446,synth_model_07,911,282
