Request Time,Model Name,Input Length,Output Length
00:00:00.039,synth_model_26,1085,704
00:00:00.218,synth_model_30,371,587
00:00:00.472,synth_model_38,1390,359
00:00:00.618,synth_model_05,254,132
00:00:00.754,synth_model_33,16,280
00:00:00.842,synth_model_15,643,654
00:00:01.064,synth_model_36,749,150
00:00:01.188,synth_model_34,1369,171
00:00:01.388,synth_model_13,984,64
00:00:01.436,synth_model_37,461,459
00:00:01.541,synth_model_30,115,116
00:00:01.667,synth_model_13,557,117
00:00:01.712,synth_model_29,1566,89
00:00:01.991,synth_model_26,240,43
00:00:02.171,synth_model_24,1481,455
00:00:02.199,synth_model_14,392,229
00:00:02.231,synth_model_06,23,35
00:00:02.301,synth_model_08,617,304
00:00:02.420,synth_model_10,1606,47
00:00:02.578,synth_model_39,180,364
00:00:02.719,synth_model_00,1873,124
00:00:02.851,synth_model_34,39,832
00:00:02.922,synth_model_25,582,371
00:00:02.983,synth_model_02,830,300
00:00:02.998,synth_model_29,1674,497
00:00:03.049,synth_model_23,743,243
00:00:03.098,synth_model_01,1764,181
00:00:03.351,synth_model_27,612,87
00:00:03.400,synth_model_24,819,640
00:00:03.407,synth_model_02,1133,237
00:00:03.496,synth_model_34,1923,71
00:00:03.543,synth_model_06,840,550
00:00:03.900,synth_model_39,12,85
00:00:03.979,synth_model_10,1004,419
00:00:04.034,synth_model_13,10,205
00:00:04.067,synth_model_21,12,195
00:00:04.078,synth_model_17,253,322
00:00:04.081,synth_model_16,517,621
00:00:04.198,synth_model_18,267,124
00:00:04.609,synth_model_05,543,336
00:00:04.644,synth_model_23,532,89
00:00:04.702,synth_model_06,858,62
00:00:04.730,synth_model_03,728,568
00:00:04.778,synth_model_09,619,116
00:00:04.878,synth_model_14,331,329
00:00:05.018,synth_model_17,1725,535
00:00:05.064,synth_model_35,591,107
00:00:05.132,synth_model_31,144,259
00:00:05.402,synth_model_05,630,609
00:00:05.480,synth_model_24,742,744
00:00:05.483,synth_model_38,1910,767
00:00:05.760,synth_model_14,874,533
00:00:05.789,synth_model_23,476,276
00:00:05.834,synth_model_12,28,64
00:00:06.278,synth_model_26,533,260
00:00:06.408,synth_model_09,140,141
00:00:06.438,synth_model_21,33,671
00:00:06.541,synth_model_39,1579,256
00:00:06.637,synth_model_16,10,16
00:00:06.798,synth_model_00,27,325
00:00:06.877,synth_model_00,24,239
00:00:06.886,synth_model_00,648,722
00:00:06.993,synth_model_19,409,62
00:00:07.065,synth_model_20,483,451
00:00:07.186,synth_model_10,1057,399
00:00:07.247,synth_model_18,539,16
00:00:07.294,synth_model_08,182,217
00:00:07.320,synth_model_36,564,16
00:00:07.614,synth_model_23,703,273
00:00:07.755,synth_model_14,734,274
00:00:07.843,synth_model_05,877,391
00:00:08.098,synth_model_18,1783,533
00:00:08.276,synth_model_35,44,378
00:00:08.349,synth_model_04,658,341
00:00:08.371,synth_model_34,556,542
00:00:08.423,synth_model_36,137,86
00:00:08.513,synth_model_27,689,16
00:00:08.762,synth_model_36,797,421
00:00:09.087,synth_model_00,721,291
00:00:09.257,synth_model_10,479,280
00:00:09.281,synth_model_26,342,174
00:00:09.452,synth_model_27,33,350
00:00:09.517,synth_model_36,24,984
00:00:09.800,synth_model_06,1929,209
00:00:09.978,synth_model_08,393,22
00:00:09.995,synth_model_02,655,414
00:00:10.048,synth_model_01,506,117
00:00:10.088,synth_model_31,106,141
00:00:10.131,synth_model_30,29,589
00:00:10.189,synth_model_23,753,31
00:00:10.198,synth_model_39,876,345
00:00:10.202,synth_model_09,615,380
00:00:10.273,synth_model_34,691,97
00:00:10.354,synth_model_38,84,854
00:00:10.586,synth_model_25,982,164
00:00:10.612,synth_model_29,976,557
00:00:10.616,synth_model_17,1675,551
00:00:10.702,synth_model_35,455,661
00:00:10.771,synth_model_33,441,164
00:00:10.850,synth_model_22,143,296
00:00:10.978,synth_model_13,479,284
00:00:10.982,synth_model_35,1566,19
00:00:11.063,synth_model_32,42,429
00:00:11.065,synth_model_31,2190,16
00:00:11.356,synth_model_09,6,455
00:00:11.400,synth_model_05,1552,144
00:00:11.617,synth_model_09,1036,1010
00:00:11.703,synth_model_01,194,72
00:00:11.941,synth_model_38,71,102
00:00:12.022,synth_model_21,9,16
00:00:12.382,synth_model_08,1029,213
00:00:12.414,synth_model_29,1084,1017
00:00:12.962,synth_model_32,1532,703
00:00:13.069,synth_model_15,660,132
00:00:13.195,synth_model_28,384,204
00:00:13.222,synth_model_05,137,136
00:00:13.338,synth_model_10,337,160
00:00:13.448,synth_model_07,1580,112
00:00:13.496,synth_model_01,475,26
00:00:13.962,synth_model_05,1154,470
00:00:14.304,synth_model_08,895,330
00:00:14.373,synth_model_39,2183,1015
00:00:14.407,synth_model_32,5,299
00:00:14.412,synth_model_35,605,216
00:00:14.420,synth_model_24,799,183
00:00:14.447,synth_model_22,638,155
00:00:14.453,synth_model_36,1899,336
00:00:14.482,synth_model_36,919,24
00:00:14.688,synth_model_12,1328,273
00:00:14.727,synth_model_15,209,184
00:00:14.878,synth_model_37,1076,283
00:00:14.880,synth_model_37,29,373
00:00:14.932,synth_model_13,29,253
00:00:15.085,synth_model_39,542,187
00:00:15.110,synth_model_19,472,61
00:00:15.267,synth_model_34,310,139
00:00:15.525,synth_model_23,484,244
00:00:15.594,synth_model_10,29,620
00:00:15.607,synth_model_00,649,316
00:00:15.832,synth_model_31,408,348
00:00:15.880,synth_model_15,764,408
00:00:15.951,synth_model_09,15,346
