Request Time,Model Name,Input Length,Output Length
00:00:00.026,synth_model_02,93,466
00:00:00.118,synth_model_49,1185,580
00:00:00.135,synth_model_68,37,172
00:00:00.149,synth_model_19,380,558
00:00:00.150,synth_model_50,260,394
00:00:00.180,synth_model_19,767,48
00:00:00.196,synth_model_56,243,870
00:00:00.258,synth_model_64,100,248
00:00:00.341,synth_model_07,918,1882
00:00:00.347,synth_model_20,992,618
00:00:00.349,synth_model_08,1050,678
00:00:00.364,synth_model_18,638,542
00:00:00.382,synth_model_40,1149,1002
00:00:00.386,synth_model_51,26,270
00:00:00.415,synth_model_05,1201,684
00:00:00.419,synth_model_33,972,566
00:00:00.545,synth_model_21,467,684
00:00:00.555,synth_model_26,1890,710
00:00:00.562,synth_model_24,10,328
00:00:00.562,synth_model_12,1576,402
00:00:00.606,synth_model_32,443,852
00:00:00.618,synth_model_60,135,428
00:00:00.662,synth_model_29,1848,1860
00:00:00.738,synth_model_52,9,186
00:00:00.796,synth_model_39,13,990
00:00:00.845,synth_model_29,461,708
00:00:00.848,synth_model_63,59,488
00:00:00.864,synth_model_25,968,614
00:00:00.876,synth_model_03,1380,98
00:00:00.927,synth_model_75,128,1362
00:00:00.944,synth_model_73,1472,578
00:00:00.953,synth_model_73,1004,336
00:00:00.957,synth_model_12,25,870
00:00:00.966,synth_model_46,51,282
00:00:00.983,synth_model_44,1353,812
00:00:00.991,synth_model_30,10,1100
00:00:01.006,synth_model_47,20,176
00:00:01.012,synth_model_69,9,762
00:00:01.098,synth_model_39,593,944
00:00:01.103,synth_model_05,12,252
00:00:01.196,synth_model_33,603,324
00:00:01.218,synth_model_39,1382,1162
00:00:01.302,synth_model_67,1952,766
00:00:01.332,synth_model_39,2203,706
00:00:01.359,synth_model_00,619,1006
00:00:01.384,synth_model_59,177,1826
00:00:01.404,synth_model_69,787,360
00:00:01.414,synth_model_56,1708,684
00:00:01.422,synth_model_43,1358,788
00:00:01.430,synth_model_66,9,462
00:00:01.491,synth_model_01,399,250
00:00:01.502,synth_model_70,753,628
00:00:01.625,synth_model_38,53,1120
00:00:01.628,synth_model_08,1004,180
00:00:01.641,synth_model_19,1334,102
00:00:01.648,synth_model_72,457,840
00:00:01.665,synth_model_67,214,506
00:00:01.703,synth_model_01,4,180
00:00:01.712,synth_model_40,1524,422
00:00:01.725,synth_model_70,190,290
00:00:01.768,synth_model_22,1791,310
00:00:01.777,synth_model_52,330,540
00:00:01.855,synth_model_48,771,766
00:00:01.856,synth_model_35,56,136
00:00:01.857,synth_model_23,7,240
00:00:01.867,synth_model_37,1468,58
00:00:01.868,synth_model_22,2,554
00:00:01.875,synth_model_64,128,46
00:00:01.881,synth_model_48,1742,508
00:00:01.906,synth_model_37,1193,1116
00:00:01.956,synth_model_22,357,82
00:00:01.967,synth_model_66,1613,256
00:00:01.986,synth_model_32,8,864
00:00:02.040,synth_model_56,337,280
00:00:02.045,synth_model_26,1735,742
00:00:02.088,synth_model_17,287,154
00:00:02.115,synth_model_05,8,252
00:00:02.125,synth_model_06,1571,16
00:00:02.127,synth_model_36,740,1170
00:00:02.149,synth_model_53,808,822
00:00:02.160,synth_model_07,1448,16
00:00:02.196,synth_model_25,15,314
00:00:02.254,synth_model_31,804,246
00:00:02.299,synth_model_20,11,438
00:00:02.300,synth_model_20,375,750
00:00:02.382,synth_model_14,95,528
00:00:02.410,synth_model_72,160,168
00:00:02.454,synth_model_70,1583,1202
00:00:02.510,synth_model_45,4,304
00:00:02.518,synth_model_41,960,894
00:00:02.580,synth_model_46,769,766
00:00:02.598,synth_model_67,412,958
00:00:02.617,synth_model_56,1491,106
00:00:02.620,synth_model_42,460,464
00:00:02.724,synth_model_33,268,558
00:00:02.768,synth_model_65,978,722
00:00:02.781,synth_model_72,1504,644
00:00:02.903,synth_model_24,1191,554
00:00:02.915,synth_model_34,500,248
00:00:02.944,synth_model_39,602,810
00:00:02.972,synth_model_39,651,288
00:00:02.973,synth_model_53,2399,464
00:00:03.118,synth_model_67,493,348
00:00:03.141,synth_model_21,183,132
00:00:03.166,synth_model_41,28,632
00:00:03.191,synth_model_24,302,208
00:00:03.193,synth_model_09,1665,168
00:00:03.230,synth_model_34,147,78
00:00:03.236,synth_model_36,677,396
00:00:03.271,synth_model_47,1033,916
00:00:03.272,synth_model_16,822,188
00:00:03.283,synth_model_24,335,260
00:00:03.302,synth_model_70,27,1028
00:00:03.333,synth_model_18,6,116
00:00:03.345,synth_model_04,120,118
00:00:03.377,synth_model_46,1169,990
00:00:03.380,synth_model_33,346,518
00:00:03.399,synth_model_00,1301,260
00:00:03.403,synth_model_37,1125,42
00:00:03.406,synth_model_08,1287,1758
00:00:03.406,synth_model_47,122,504
00:00:03.425,synth_model_22,25,932
00:00:03.438,synth_model_00,4,168
00:00:03.443,synth_model_00,51,624
00:00:03.510,synth_model_25,1088,628
00:00:03.513,synth_model_10,82,342
00:00:03.515,synth_model_47,596,796
00:00:03.528,synth_model_29,804,910
00:00:03.563,synth_model_64,671,528
00:00:03.576,synth_model_25,411,430
00:00:03.584,synth_model_21,1166,1458
00:00:03.607,synth_model_11,776,1556
00:00:03.630,synth_model_33,1306,692
