Request Time,Model Name,Input Length,Output Length
00:00:00.015,synth_model_10,108,269
00:00:00.029,synth_model_25,2388,134
00:00:00.068,synth_model_22,1567,770
00:00:00.092,synth_model_30,936,309
00:00:00.107,synth_model_05,342,21
00:00:00.128,synth_model_18,449,93
00:00:00.178,synth_model_26,921,189
00:00:00.180,synth_model_30,813,184
00:00:00.203,synth_model_35,8,499
00:00:00.209,synth_model_23,1410,475
00:00:00.258,synth_model_04,1031,213
00:00:00.304,synth_model_35,78,19
00:00:00.378,synth_model_25,1234,226
00:00:00.390,synth_model_39,777,504
00:00:00.402,synth_model_19,746,294
00:00:00.405,synth_model_25,108,20
00:00:00.460,synth_model_07,26,295
00:00:00.481,synth_model_21,510,192
00:00:00.508,synth_model_15,1100,272
00:00:00.508,synth_model_22,437,325
00:00:00.511,synth_model_24,988,176
00:00:00.616,synth_model_09,929,859
00:00:00.683,synth_model_22,680,387
00:00:00.684,synth_model_11,1343,367
00:00:00.765,synth_model_01,162,47
00:00:00.765,synth_model_10,608,285
00:00:00.890,synth_model_35,823,727
00:00:00.922,synth_model_37,19,22
00:00:00.922,synth_model_38,433,73
00:00:00.940,synth_model_01,786,379
00:00:00.940,synth_model_25,8,83
00:00:01.017,synth_model_05,230,63
00:00:01.028,synth_model_21,449,302
00:00:01.046,synth_model_00,475,26
00:00:01.068,synth_model_32,24,211
00:00:01.073,synth_model_03,859,223
00:00:01.094,synth_model_33,1233,305
00:00:01.128,synth_model_37,492,373
00:00:01.135,synth_model_31,46,283
00:00:01.172,synth_model_22,463,495
00:00:01.197,synth_model_16,1295,225
00:00:01.287,synth_model_17,19,193
00:00:01.367,synth_model_02,137,348
00:00:01.400,synth_model_14,206,431
00:00:01.419,synth_model_30,1454,306
00:00:01.441,synth_model_30,1168,469
00:00:01.524,synth_model_15,642,81
00:00:01.606,synth_model_27,86,377
00:00:01.606,synth_model_13,1528,414
00:00:01.630,synth_model_23,1708,294
00:00:01.653,synth_model_20,23,176
00:00:01.700,synth_model_09,1549,418
00:00:01.710,synth_model_22,485,16
00:00:01.745,synth_model_08,2050,210
00:00:01.777,synth_model_07,777,371
00:00:01.853,synth_model_35,930,16
00:00:01.862,synth_model_37,207,474
00:00:01.953,synth_model_30,11,181
00:00:01.991,synth_model_26,455,486
00:00:02.012,synth_model_31,1337,379
00:00:02.056,synth_model_35,472,459
00:00:02.066,synth_model_35,828,361
00:00:02.068,synth_model_02,1862,649
00:00:02.126,synth_model_01,71,244
00:00:02.246,synth_model_19,971,287
00:00:02.248,synth_model_32,439,565
00:00:02.340,synth_model_34,15,187
00:00:02.353,synth_model_02,178,24
00:00:02.414,synth_model_10,463,475
00:00:02.463,synth_model_16,563,40
00:00:02.514,synth_model_27,890,671
00:00:02.582,synth_model_01,1494,498
00:00:02.614,synth_model_00,50,772
00:00:02.645,synth_model_00,1476,18
00:00:02.648,synth_model_00,9,395
00:00:02.651,synth_model_06,70,23
00:00:02.659,synth_model_04,10,219
00:00:02.668,synth_model_11,783,454
00:00:02.691,synth_model_32,398,471
00:00:02.728,synth_model_20,741,338
