Request Time,Model Name,Input Length,Output Length
00:00:00.026,synth_model_02,186,233
00:00:00.149,synth_model_19,760,279
00:00:00.180,synth_model_19,1534,24
00:00:00.341,synth_model_07,1836,941
00:00:00.347,synth_model_20,1984,309
00:00:00.349,synth_model_08,2100,339
00:00:00.364,synth_model_18,1276,271
00:00:00.382,synth_model_40,2298,501
00:00:00.415,synth_model_05,2402,342
00:00:00.419,synth_model_33,1944,283
00:00:00.545,synth_model_21,934,342
00:00:00.555,synth_model_26,3780,348
00:00:00.562,synth_model_24,20,164
00:00:00.562,synth_model_12,3152,201
00:00:00.606,synth_model_32,886,426
00:00:00.662,synth_model_29,3696,817
00:00:00.796,synth_model_39,26,495
00:00:00.845,synth_model_29,922,354
00:00:00.864,synth_model_25,1936,307
00:00:00.876,synth_model_03,2760,49
00:00:00.957,synth_model_12,50,435
00:00:00.991,synth_model_30,20,550
00:00:01.098,synth_model_39,1186,472
00:00:01.103,synth_model_05,24,126
00:00:01.196,synth_model_33,1206,162
00:00:01.218,synth_model_39,2764,581
00:00:01.332,synth_model_39,4406,301
00:00:01.359,synth_model_00,1238,503
00:00:01.422,synth_model_43,2716,394
00:00:01.491,synth_model_01,798,125
00:00:01.625,synth_model_38,106,560
00:00:01.628,synth_model_08,2008,90
00:00:01.641,synth_model_19,2668,51
00:00:01.703,synth_model_01,8,90
00:00:01.712,synth_model_40,3048,211
00:00:01.768,synth_model_22,3582,155
00:00:01.856,synth_model_35,112,68
00:00:01.857,synth_model_23,14,120
00:00:01.867,synth_model_37,2936,29
00:00:01.868,synth_model_22,4,277
00:00:01.906,synth_model_37,2386,558
00:00:01.956,synth_model_22,714,41
00:00:01.986,synth_model_32,16,432
00:00:02.045,synth_model_26,3470,371
00:00:02.088,synth_model_17,574,77
00:00:02.115,synth_model_05,16,126
00:00:02.125,synth_model_06,3142,16
00:00:02.127,synth_model_36,1480,585
00:00:02.160,synth_model_07,2896,16
00:00:02.196,synth_model_25,30,157
00:00:02.254,synth_model_31,1608,123
00:00:02.299,synth_model_20,22,219
00:00:02.300,synth_model_20,750,375
00:00:02.382,synth_model_14,190,264
00:00:02.518,synth_model_41,1920,447
00:00:02.620,synth_model_42,920,232
00:00:02.724,synth_model_33,536,279
00:00:02.903,synth_model_24,2382,277
00:00:02.915,synth_model_34,1000,124
00:00:02.944,synth_model_39,1204,405
00:00:02.972,synth_model_39,1302,144
00:00:03.141,synth_model_21,366,66
00:00:03.166,synth_model_41,56,316
00:00:03.191,synth_model_24,604,104
00:00:03.193,synth_model_09,3330,84
00:00:03.230,synth_model_34,294,39
00:00:03.236,synth_model_36,1354,198
00:00:03.272,synth_model_16,1644,94
00:00:03.283,synth_model_24,670,130
00:00:03.333,synth_model_18,12,58
00:00:03.345,synth_model_04,240,59
00:00:03.380,synth_model_33,692,259
00:00:03.399,synth_model_00,2602,130
00:00:03.403,synth_model_37,2250,21
00:00:03.406,synth_model_08,2574,879
00:00:03.425,synth_model_22,50,466
00:00:03.438,synth_model_00,8,84
00:00:03.443,synth_model_00,102,312
00:00:03.510,synth_model_25,2176,314
00:00:03.513,synth_model_10,164,171
00:00:03.528,synth_model_29,1608,455
00:00:03.576,synth_model_25,822,215
00:00:03.584,synth_model_21,2332,729
00:00:03.607,synth_model_11,1552,778
00:00:03.630,synth_model_33,2612,346
00:00:03.638,synth_model_39,962,369
00:00:03.684,synth_model_10,3060,213
00:00:03.696,synth_model_07,1954,352
00:00:03.702,synth_model_18,2886,705
00:00:03.731,synth_model_13,3050,62
00:00:03.738,synth_model_04,950,253
00:00:03.773,synth_model_05,36,113
00:00:03.845,synth_model_41,3880,120
00:00:03.928,synth_model_27,2452,113
00:00:03.973,synth_model_16,3470,107
00:00:04.043,synth_model_19,36,755
00:00:04.054,synth_model_32,1884,296
00:00:04.058,synth_model_22,2094,433
00:00:04.064,synth_model_11,810,170
00:00:04.120,synth_model_10,3074,284
00:00:04.137,synth_model_30,88,370
00:00:04.177,synth_model_40,648,271
00:00:04.181,synth_model_35,3624,278
00:00:04.190,synth_model_17,4270,160
00:00:04.213,synth_model_37,1448,415
00:00:04.234,synth_model_18,880,143
00:00:04.236,synth_model_17,2738,278
00:00:04.319,synth_model_35,2854,383
00:00:04.373,synth_model_35,422,402
00:00:04.416,synth_model_41,560,16
00:00:04.477,synth_model_42,3042,610
00:00:04.481,synth_model_03,20,146
00:00:04.506,synth_model_30,1910,291
00:00:04.543,synth_model_00,1090,538
00:00:04.627,synth_model_15,2642,142
00:00:04.663,synth_model_35,8,267
00:00:04.769,synth_model_14,978,191
00:00:04.796,synth_model_07,2140,522
00:00:04.801,synth_model_27,10,632
00:00:04.852,synth_model_04,2560,459
00:00:04.902,synth_model_42,1942,326
00:00:04.983,synth_model_05,3504,182
00:00:04.997,synth_model_01,1586,256
00:00:05.016,synth_model_13,1470,390
00:00:05.043,synth_model_06,1974,330
00:00:05.088,synth_model_22,1878,465
00:00:05.446,synth_model_08,918,403
00:00:05.473,synth_model_17,2918,245
00:00:05.491,synth_model_02,2600,310
00:00:05.531,synth_model_43,1082,442
00:00:05.671,synth_model_23,222,253
00:00:05.692,synth_model_13,2480,382
00:00:05.696,synth_model_27,32,88
00:00:05.712,synth_model_13,2488,29
00:00:05.762,synth_model_05,3924,351
00:00:05.779,synth_model_27,774,338
00:00:05.816,synth_model_23,2344,376
00:00:05.827,synth_model_11,2256,821
00:00:05.883,synth_model_10,1732,534
00:00:05.884,synth_model_42,2540,269
00:00:05.904,synth_model_20,466,78
00:00:05.909,synth_model_29,1376,574
00:00:05.912,synth_model_41,2614,212
00:00:06.044,synth_model_26,304,156
00:00:06.068,synth_model_17,1188,38
00:00:06.135,synth_model_07,14,694
00:00:06.256,synth_model_37,866,139
00:00:06.412,synth_model_22,3960,370
00:00:06.428,synth_model_12,562,241
00:00:06.576,synth_model_07,80,476
00:00:06.599,synth_model_22,1098,388
00:00:06.688,synth_model_13,1378,250
00:00:06.715,synth_model_03,998,244
00:00:06.724,synth_model_08,2930,244
00:00:06.740,synth_model_39,198,469
00:00:06.872,synth_model_42,1368,194
00:00:06.899,synth_model_17,2108,486
00:00:06.906,synth_model_14,832,335
00:00:06.928,synth_model_39,3976,239
00:00:06.976,synth_model_09,264,96
00:00:07.038,synth_model_21,868,40
00:00:07.083,synth_model_11,28,57
00:00:07.134,synth_model_15,2584,16
00:00:07.144,synth_model_16,2,16
00:00:07.153,synth_model_38,1782,516
00:00:07.182,synth_model_39,1788,39
00:00:07.222,synth_model_17,1812,424
00:00:07.233,synth_model_36,1136,186
00:00:07.340,synth_model_29,1132,16
00:00:07.347,synth_model_03,3102,126
00:00:07.362,synth_model_18,2180,256
00:00:07.366,synth_model_05,652,474
00:00:07.415,synth_model_25,1102,765
00:00:07.456,synth_model_16,2,185
00:00:07.514,synth_model_12,862,337
00:00:07.536,synth_model_22,4370,124
00:00:07.572,synth_model_15,564,123
00:00:07.574,synth_model_07,638,44
00:00:07.620,synth_model_38,606,388
00:00:07.682,synth_model_15,2046,22
00:00:07.803,synth_model_00,1266,162
00:00:07.810,synth_model_38,2134,253
00:00:07.914,synth_model_18,3754,32
00:00:07.960,synth_model_38,1062,404
