Request Time,Model Name,Input Length,Output Length
00:00:00.445,synth_model_08,1214,906
00:00:00.488,synth_model_31,703,238
00:00:00.790,synth_model_37,1078,561
00:00:00.831,synth_model_39,19,389
00:00:00.906,synth_model_38,330,60
00:00:01.001,synth_model_26,11,86
00:00:01.103,synth_model_18,13,348
00:00:01.161,synth_model_17,1051,599
00:00:01.169,synth_model_36,42,539
00:00:01.185,synth_model_36,1439,883
00:00:01.268,synth_model_36,1440,490
00:00:01.357,synth_model_15,1144,460
00:00:01.363,synth_model_14,75,452
00:00:01.379,synth_model_24,7,196
00:00:01.438,synth_model_05,230,21
00:00:01.517,synth_model_18,23,297
00:00:01.586,synth_model_34,397,196
00:00:01.655,synth_model_11,1878,732
00:00:01.699,synth_model_00,1133,242
00:00:01.746,synth_model_24,12,379
00:00:01.895,synth_model_28,96,879
00:00:01.897,synth_model_27,616,345
00:00:01.897,synth_model_11,1616,85
00:00:01.903,synth_model_38,1183,481
00:00:02.069,synth_model_23,1586,241
00:00:02.125,synth_model_15,321,129
00:00:02.143,synth_model_22,1483,392
00:00:02.161,synth_model_02,1180,327
00:00:02.171,synth_model_27,2055,163
00:00:02.221,synth_model_10,1659,760
00:00:02.237,synth_model_16,1085,704
00:00:02.250,synth_model_30,27,278
00:00:02.325,synth_model_04,1413,19
00:00:02.374,synth_model_33,806,334
00:00:02.434,synth_model_07,14,16
00:00:02.518,synth_model_30,60,16
00:00:02.621,synth_model_01,489,504
00:00:02.644,synth_model_23,545,226
00:00:02.658,synth_model_23,1287,119
00:00:02.666,synth_model_09,3,456
00:00:02.798,synth_model_27,1336,552
00:00:02.825,synth_model_12,26,186
00:00:02.845,synth_model_21,1369,171
00:00:02.857,synth_model_25,78,396
00:00:02.930,synth_model_21,39,832
00:00:02.955,synth_model_38,777,511
00:00:02.998,synth_model_07,53,39
00:00:03.299,synth_model_36,834,55
00:00:03.408,synth_model_17,389,244
00:00:03.412,synth_model_27,997,45
00:00:03.425,synth_model_15,397,281
00:00:03.497,synth_model_25,1373,180
00:00:03.528,synth_model_36,907,279
00:00:03.627,synth_model_18,150,184
00:00:03.801,synth_model_21,1923,71
00:00:03.802,synth_model_16,240,43
00:00:03.818,synth_model_21,556,542
00:00:03.988,synth_model_23,1417,160
00:00:03.993,synth_model_11,14,16
00:00:04.218,synth_model_34,467,469
00:00:04.248,synth_model_00,29,166
00:00:04.298,synth_model_00,1237,437
00:00:04.302,synth_model_21,691,97
00:00:04.304,synth_model_00,700,98
00:00:04.310,synth_model_32,950,49
00:00:04.500,synth_model_16,533,260
00:00:04.553,synth_model_06,1803,51
00:00:04.559,synth_model_05,45,262
00:00:04.611,synth_model_23,239,36
00:00:04.653,synth_model_30,10,164
00:00:04.707,synth_model_08,1535,209
00:00:04.772,synth_model_10,838,48
00:00:04.827,synth_model_17,1307,29
00:00:04.840,synth_model_30,1191,277
00:00:04.882,synth_model_27,27,394
