Request Time,Model Name,Input Length,Output Length
00:00:00.026,synth_model_02,93,233
00:00:00.149,synth_model_19,380,279
00:00:00.180,synth_model_19,767,24
00:00:00.341,synth_model_07,918,941
00:00:00.347,synth_model_20,992,309
00:00:00.349,synth_model_08,1050,339
00:00:00.364,synth_model_18,638,271
00:00:00.415,synth_model_05,1201,342
00:00:00.545,synth_model_21,467,342
00:00:00.555,synth_model_26,1890,355
00:00:00.562,synth_model_24,10,164
00:00:00.562,synth_model_12,1576,201
00:00:00.662,synth_model_29,1848,930
00:00:00.845,synth_model_29,461,354
00:00:00.864,synth_model_25,968,307
00:00:00.876,synth_model_03,1380,49
00:00:00.957,synth_model_12,25,435
00:00:01.103,synth_model_05,12,126
00:00:01.359,synth_model_00,619,503
00:00:01.491,synth_model_01,399,125
00:00:01.628,synth_model_08,1004,90
00:00:01.641,synth_model_19,1334,51
00:00:01.703,synth_model_01,4,90
00:00:01.768,synth_model_22,1791,155
00:00:01.857,synth_model_23,7,120
00:00:01.868,synth_model_22,2,277
00:00:01.956,synth_model_22,357,41
00:00:02.045,synth_model_26,1735,371
00:00:02.088,synth_model_17,287,77
00:00:02.115,synth_model_05,8,126
00:00:02.125,synth_model_06,1571,16
00:00:02.160,synth_model_07,1448,16
00:00:02.196,synth_model_25,15,157
00:00:02.299,synth_model_20,11,219
00:00:02.300,synth_model_20,375,375
00:00:02.382,synth_model_14,95,264
00:00:02.903,synth_model_24,1191,277
00:00:03.141,synth_model_21,183,66
00:00:03.191,synth_model_24,302,104
00:00:03.193,synth_model_09,1665,84
00:00:03.272,synth_model_16,822,94
00:00:03.283,synth_model_24,335,130
00:00:03.333,synth_model_18,6,58
00:00:03.345,synth_model_04,120,59
00:00:03.399,synth_model_00,1301,130
00:00:03.406,synth_model_08,1287,879
00:00:03.425,synth_model_22,25,466
00:00:03.438,synth_model_00,4,84
00:00:03.443,synth_model_00,51,312
00:00:03.510,synth_model_25,1088,314
00:00:03.513,synth_model_10,82,171
00:00:03.528,synth_model_29,804,455
00:00:03.576,synth_model_25,411,215
00:00:03.584,synth_model_21,1166,729
00:00:03.607,synth_model_11,776,778
00:00:03.684,synth_model_10,1530,213
00:00:03.696,synth_model_07,977,352
00:00:03.702,synth_model_18,1443,705
00:00:03.731,synth_model_13,1525,62
00:00:03.738,synth_model_04,475,253
00:00:03.773,synth_model_05,18,113
00:00:03.928,synth_model_27,1226,113
00:00:03.973,synth_model_16,1735,107
00:00:04.043,synth_model_19,18,755
00:00:04.058,synth_model_22,1047,433
00:00:04.064,synth_model_11,405,170
00:00:04.120,synth_model_10,1537,284
00:00:04.190,synth_model_17,2135,176
00:00:04.234,synth_model_18,440,143
00:00:04.236,synth_model_17,1369,278
00:00:04.481,synth_model_03,10,146
00:00:04.543,synth_model_00,545,538
